"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"40","Behorlegi","ttañtta","ttañttá","ttaɲttá"
"41","Behorlegi","amaizun","amáizun","amáisun"
"42","Beizama","uezama","úezamá","úesamá"
"43","Beizama","amaordeko","amáorrdekó","amáor̄ðekó"
"44","Bergara","amaordezko","amaorrdézko","amaor̄ðésko"
"45","Bergara","ugezama","ugezáma","uɣesáma"
"46","Bermeo","usam","usám","uśám"
"47","Berriz","amaorde","amáorrde","amáor̄ðe"
"48","Beruete","uazama","úazáma","úasáma"
"49","Beruete","amaordeko","ámaorrdekó","ámaor̄ðekó"
"50","Beskoitze","amaorde","amáorrde","amáor̄ðe"
"51","Bidarrai","amaizun","amáizún","amái̯sún"
"52","Bolibar","amaorde","amáorrde","amáor̄ðe"
"53","Busturia","amaorde","amáorrde","amáor̄ðe"
"54","Deba","amatzako","amátzakó","amátsakó"
"55","Dima","amexe","améxe","améʃe"
"56","Dima","amorde","amórrde","amór̄ðe"
"57","Domintxaine","amaizüna","amaiz´üna","amai̯sýna"
"58","Donamaria","guazama","guázama","gwásama"
"59","Donibane Lohizune","guazama","guazáma","gwasáma"
"60","Donostia","amaordezko","amáorrdezko","amáor̄ðesko"
"61","Dorrao / Torrano","ubezama","úbezáma","úβesáma"
"62","Eibar","amaorde","amaórrde","amaór̄ðe"
"63","Elantxobe","amaorde","amáorrde","amáor̄ðe"
"64","Elduain","amaordeko","amáorrdekó","amáor̄ðekó"
"65","Elduain","uazama","úazamá","úasamá"
"66","Elgoibar","amaordego","amáorrdego","amáɔr̄ðɛɣo"
"67","Elorrio","amaorde","ámaorrde","ámaor̄ðe"
"68","Erratzu","izuua","ízuua","ísuwa"
"69","Errezil","amaordeko","amáorrdekó","amáɔr̄ðekó"
"70","Errigoiti","amaorde","amáorrde","amáor̄ðe"
"71","Eskiula","amaplazako","ámaplazáko","ámaplasáko"
"72","Etxalar","guazama","guázamá","gwásamá"
"73","Etxaleku","uezama","uézamá","uésamá"
"74","Etxarri (Larraun)","uazama","úazáma","úasáma"
"75","Etxebarri","amaordeko","amáorrdeko","amáor̄ðeko"
"76","Etxebarria","amaorde","amáorrdé","amáor̄ðé"
"77","Eugi","uezama","uézáma","uésáma"
"78","Ezkio-Itsaso","uazama","uázamá","uásamá"
"79","Ezkio-Itsaso","amaordeko","amáorrdekó","amáɔr̄ðekó"
"80","Ezkurra","ugazama","ugazamá","uɣasamá"
"81","Ezterenzubi","amezun","amézun","amésun"
"82","Gaintza","amaordeko","amaórrdekó","amaɔ́r̄ðekó"
"83","Gaintza","amaordeko","amáorrdekó","amáor̄ðekó"
"84","Gaintza","uazama","uázamá","uásamá"
"85","Gamarte","amaizun","amaizún","amaisún"
"86","Gamiz-Fika","amaorde","amáorrdé","amáor̄ðé"
"87","Garrüze","tanta","tánta","tánta"
"88","Garrüze","amazun","amazún","amasún"
"89","Getaria","amaordeko","amáorrdekó","amáɔr̄ðekó"
"90","Getxo","amaordeko","amáorrdeko","amáor̄ðeko"
"91","Gizaburuaga","amaorde","amáorrde","amáor̄ðe"
"92","Goizueta","amaordeko","amáorrdekó","amáɔr̄ðekó"
"93","Hazparne","amaizun","amáizun","amáisun"
"94","Hendaia","matanta","matánta","matánta"
"95","Hernani","uezama","uézamá","uɛ́samá"
"96","Hernani","uazama","uázamá","uásamá"
"97","Hernani","amaordego","amaorrdegó","amáor̄ðeɣó"
"98","Hondarribia","amaordesko","amaorrdesko","amaor̄ðeśko"
"99","Ibarruri (Muxika)","amaorde","amáorrde","amáor̄ðe"
"100","Igoa","goazama","góazamá","góasamá"
"101","Ikaztegieta","ugazama","ugázama","uɣásama"
"102","Ikaztegieta","amaordeko","amaorrdeko","amaor̄ðeko"
"103","Irisarri","amaizun","amáizun","amái̯sun"
"104","Itsasu","amaizun","amaízun","amaísun"
"105","Itsasu","izeba","izéba","iséβa"
"106","Izturitze","ameizun","améizun","améi̯sun"
"107","Jaurrieta","ugazama","ugazáma","uɣasáma"
"108","Jutsi","amaizun","amaizun","amai̯sun"
"109","Kortezubi","amaorde","amáorrde","amáor̄ðe"
"110","Landibarre","tanta","tánta","tánta"
"111","Landibarre","amaizun","amáizun","amáisun"
"112","Larrabetzu","amaordeko","amaórrdeko","amaór̄ðeko"
"113","Larraine","amaxün","amáxün","amáʃyn"
"114","Larzabale","amaizuna","amáizuna","amái̯suna"
"115","Lasarte-Oria","amatzako","amátzakó","amátsakó"
"116","Lasarte-Oria","amaordeko","ámaorrdekó","ámaor̄ðekó"
"117","Lasarte-Oria","amaorde","amáorrdé","amáor̄ðé"
"118","Laukiz","amaorde","amáorrde","amáor̄ðe"
"119","Legazpi","ugazama","ugazama","uɣasama"
"120","Legazpi","amaordeko","amaorrdeko","amaor̄ðeko"
"121","Legazpi","amalekuko","amalekuko","amalekuko"
"122","Leintz Gatzaga","amaorde","amáorrde","amáor̄ðe"
"123","Leioa","amaordeko","amáorrdeko","amáor̄ðeko"
"124","Leitza","guazama","guazáma","gwasáma"
"125","Lekaroz","guezama","guezáma","gwesáma"
"126","Lekaroz","uezama","uézama","uésama"
"127","Lekeitio","amaorde","amáorrde","amáor̄ðe"
"128","Lemoa","amorde","amórrde","amór̄ðe"
"129","Lemoiz","amaordeko","amáorrdeko","amáor̄ðeko"
"130","Luzaide / Valcarlos","amaizuna","amaizúna","amai̯súna"
"131","Makea","amaodre","amaodrré","amaoðr̄é"
"132","Makea","izeba","izéba","iséβa"
"133","Mañaria","amaorde","ámaórrde","ámaór̄ðe"
"134","Mendaro","amaorde","amáorrdé","amáɔr̄ðé"
"135","Mendata","amapalastro","amapalástrro","amapaláśtr̄o"
"136","Mendata","amaorde","amáorrde","amáor̄ðe"
"137","Mezkiritz","ugazama","ugázamá","uɣásamá"
"138","Mugerre","ttantta","ttantta","ttantta"
"139","Mugerre","amardi","amarrdi","amar̄ði"
"140","Mungia","amaorde","amáorrde","amáor̄ðe"
"141","Oderitz","goazama","goázamá","ɣoásamá"
"142","Oiartzun","uazama","uázamá","wá:samá"
"143","Oñati","ugasama","ugásama","uɣáśama"
"144","Ondarroa","amaorde","amáorrde","amáor̄ðe"
"145","Orexa","ugazama","úgazáma","úɣasáma"
"146","Orio","amaordeko","amáorrdekó","amáɔr̄ðekó"
"147","Orio","uazama","uázamá","uásamá"
"148","Orozko","amapunteko","amápunteko","amápunteko"
"149","Orozko","amaordeko","amáorrdeko","amáor̄ðeko"
"150","Orozko","amaponteko","amáponteko","amáponteko"
"151","Otxandio","amaorde","amáorrde","amáor̄ðe"
"152","Pagola","amatxün","amátxün","amátʃyn"
"153","Pagola","amaitxün","amáitxün","amái̯tʃyn"
"154","Pagola","amaitzün","amaitzün","amai̯tsyn"
"155","Pasaia","guazama","guázamá","gwásamá"
"156","Santa Grazi","amaxün","amáxün","amáʃyn"
"157","Sara","matanta","matánta","matánta"
"158","Senpere","matanta","matánta","matánta"
"159","Senpere","amaorde","amáorrdé","amáor̄ðé"
"160","Sohüta","amaxün","ámaxün","ámaʃyn"
"161","Sondika","amaorde","amáorrde","amáor̄ðe"
"162","Suarbe","madrastra","madrástra","maðráśtra"
"163","Suarbe","bigarrenama","bigarrenáma","βiɣar̄ɛnáma"
"164","Sunbilla","guazama","guázama","ɣwásama"
"165","Tolosa","uasama","uásamá","uáśamá"
"166","Tolosa","amaordeko","amáorrdekó","amáɔr̄dekó"
"167","Uharte Garazi","amaizun","amáizun","amái̯sun"
"168","Urdiain","ubazama","úbazamá","úβasamá"
"169","Urdiñarbe","amaizun","amáizün","amái̯syn"
"170","Urketa","ttantta","ttántta","ttántta"
"171","Urretxu","uezama","uézamá","uésamá"
"172","Uztaritze","amaizun","amaízun","amaísun"
"173","Zaratamo","amaordeko","amáorrdéko","amáor̄ðéko"
"174","Zaratamo","amaxe","amáxe","amáʃe"
"175","Zeanuri","amaorde","amaórrde","amaór̄ðe"
"176","Zeberio","amaordeko","amáorrdeko","amáor̄ðeko"
"177","Zegama","ugazama","ugázamá","uɣásamá"
"178","Zilbeti","uezama","úezáma","úesáma"
"179","Zollo (Arrankudiaga)","amaerdi","ámaerrdi","ámaer̄ði"
"180","Zornotza","amaorde","amáorrde","amáor̄ðe"
"181","Zugarramurdi","amaerdi","amaerrdí","amaer̄ðí"
