"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"45","Arrasate","senitarte","senítarrte","śenítar̄te"
"46","Arrasate","fameli¡eko","faméli¡eko","faméliʒeko"
"47","Arrazola (Atxondo)","famili¡ako","famíli¡ako","famíliʒako"
"48","Arrazola (Atxondo)","senittarteko","seníttarrteko","śeníttar̄teko"
"49","Arrieta","parentel","paréntel","paréntel"
"50","Arroa (Zestoa)","pariente","pariénté","parjénté"
"51","Arroa (Zestoa)","odoleko","odólekó","oðólekó"
"52","Arroa (Zestoa)","pamiliko","pámilikuák","pámilikuák"
"53","Arrueta","askazi","askázi","aśkási"
"54","Arrueta","askazuntza","askazúntza","aśkasúntsa"
"55","Arrueta","azkazgoa","azkázgoa","askásgoa"
"56","Asteasu","pariente","paríenté","paríenté"
"57","Asteasu","guetar","guetárr","gwetár̄"
"58","Asteasu","gure arteko","gure arrtékó","gure ar̄tékó"
"59","Asteasu","gue kastako","gué kastakuá","gué kaśtakuá"
"60","Ataun","fameli","famelí","famelí"
"61","Ataun","famelitarteko","famélitarrtekó","famélitar̄tekó"
"62","Ataun","aideko","áidekó","ái̯ðekó"
"63","Ataun","gurearte","guréarrteá","guréar̄teá"
"64","Ataun","fameliar","faméliarra","faméljar̄a"
"65","Azkaine","yendaki","yendakí","ǰendakí"
"66","Azkaine","askazi","askáziá","aśkásiá"
"67","Azkaine","famillako","famíllakúak","famíʎakúak"
"68","Azkoitia","senidearte","senídearrté","śeníðear̄té"
"69","Azkoitia","parientearte","pariéntearrté","parjéntear̄té"
"70","Azkoitia","familiarteko","famíliarrtéko","famíljar̄téko"
"71","Azkoitia","tarteko gaittuk","tárrteko gáittuk","tár̄teko ɣái̯ttuk"
"72","Azkoitia","tarteko eitte gaittuk","tárrteko éitte gaittúk","tár̄teko éi̯tte ɣai̯ttúk"
"73","Azpeitia","familiarteko","famíliarrtekó","famíljar̄tekó"
"74","Azpeitia","senidearteko","senídearrtekó","śeníðear̄tekó"
"75","Baigorri","familia","familia","familia"
"76","Baigorri","yendaki","yendaki","ǰendaki"
"77","Bakio","fameli","faméli","faméli"
"78","Bardoze","ahide","áhide","áhiðe"
"79","Bardoze","yendaki","yéndakia","ǰéndakja"
"80","Barkoxe","askazgoa","askazgóa","aśkasgóa"
"81","Barkoxe","askazi","askazí","aśkasí"
"82","Bastida","ahidetazun","ahidetazun","ahiðetasun"
"83","Bastida","ahideki","ahidekiak","ahiðekiak"
"84","Bastida","yendeki","yendeki","ǰendeki"
"85","Beasain","gue arrazako","gúearrázakoá","gúear̄ásakoá"
"86","Beasain","gure jatorriko","gué játorrikók","gué xátor̄ikók"
"87","Beasain","familiar","famíliarr","famíljar̄"
"88","Behorlegi","ddendaki","ddendakiá","ddendakjá"
"89","Behorlegi","askazi","askázi","aśkási"
"90","Behorlegi","aide","aidé","ai̯ðé"
"91","Beizama","familiar","fámiliárr","fámiljár̄"
"92","Beizama","familiko","fámilikó","fámilikó"
"93","Beizama","pariente","pariénté","parjénté"
"94","Bergara","senittasun","senittásun","śenittáśun"
"95","Bergara","senittarte","senittárrte","śenittár̄te"
"96","Bermeo","fameli","faméli","faméli"
"97","Bermeo","fameliko","faméliko","faméliko"
"98","Berriz","senitarte","senítarrte","śenítar̄te"
"99","Beruete","pariental","pariéntalá","parjéntalá"
"100","Beruete","aide","aidé","ai̯ðé"
"101","Beruete","pariental","párientál","párjentál"
"102","Beruete","pariente","párienté","párjenté"
"103","Beskoitze","familia","família","família"
"104","Beskoitze","yendeki","yendéki","ǰendéki"
"105","Bidarrai","azkazi","azkázia","askásia"
"106","Bidarrai","ahidego","ahídegó","ahíðeɣó"
"107","Bidarrai","familia","família","família"
"108","Bidarrai","ahidegoantza","ahídegoantzá","ahíðeɣoantsá"
"109","Bidarrai","yendaki","yéndaki","ǰéndaki"
"110","Bolibar","familixe","famílixe","famíliʃe"
"111","Bolibar","senittarteko","senittárrteko","śenittár̄teko"
"112","Busturia","etzeko arteko","etzeko árrteko","etseko ár̄teko"
"113","Busturia","senide","senídiek","śeníðiek"
"114","Deba","senitarteko","senítarrtéko","śenítar̄téko"
"115","Deba","familitarteko","famílitarrtéko","famílitar̄téko"
"116","Dima","famili","fámili","fámili"
"117","Dima","parentel","paréntel","paréntel"
"118","Dima","senide","seníde","śeníðe"
"119","Dima","urko","úrrko","úr̄ko"
"120","Domintxaine","azkazi","azkázi","askási"
"121","Domintxaine","azkazhundia","azkázkhúndia","askáskhúndja"
"122","Donamaria","famili","famíli","famílj"
"123","Donamaria","yendaki","yendáki","ǰendáki"
"124","Donamaria","aidi","áidi","ái̯ði"
"125","Donibane Lohizune","familia","fámilia","fámilja"
"126","Donibane Lohizune","familiako","fámiliakoák","fámiljakoák"
"127","Donibane Lohizune","aide","aidé","ai̯ðé"
"128","Donibane Lohizune","yendeki","yendekí","ǰendekí"
"129","Donostia","senidetarteko","senídetarrteko","śeníðetar̄teko"
"130","Donostia","pariente tarteko","pariente tarrtekuak","parjente tar̄tekuak"
"131","Donostia","parentela","parentela","parentela"
"132","Dorrao / Torrano","fameliko","famélikó","famélikó"
"133","Dorrao / Torrano","eide","éide","éi̯ðe"
"134","Eibar","senittarteko","seníttarrtekuak","śeníttar̄tekuak"
"135","Eibar","senittarte","senittárrte","śenittár̄te"
"136","Elantxobe","famili","famíli","famíli"
"137","Elantxobe","pariente","pariénte","parjénte"
"138","Elantxobe","fameliarteko","faméliarrteko","faméljar̄teko"
"139","Elduain","parentala","paréntalá","paréntalá"
"140","Elduain","pariente","paríenték","paríenték"
"141","Elduain","pariente","paríenté","paríenté"
"142","Elduain","tarteko","tárrtekó","tár̄tekó"
"143","Elgoibar","senide","seníde","śeníðe"
"144","Elgoibar","senire","sénire","śénire"
"145","Elgoibar","tarteko","tárrtekua","tár̄tekua"
"146","Elgoibar","senittarte","seníttarrte","śeníttar̄te"
"147","Elorrio","fameli¡arte","faméli¡arrte","faméliʒar̄te"
"148","Elorrio","senitarte","senítarrte","śenítar̄te"
"149","Erratzu","yendaki","yendáki","ǰendáki"
"150","Errezil","senitarteko","senítarrtekó","śenítar̄tekó"
"151","Errezil","familiarteko","famíliarrtekó","famíljar̄tekó"
"152","Errezil","familiar","familiárr","familjár̄"
"153","Errigoiti","parentela","parentéla","parentéla"
"154","Errigoiti","senitarteko","senítárrteko","śenítár̄teko"
"155","Eskiula","askasgo","áskasgó","áśkaźgó"
"156","Etxalar","zaizki","záizki","sái̯ski"
"157","Etxalar","aide","áide","ái̯ðɛ"
"158","Etxalar","pariente","pariénte","parjénte"
"159","Etxaleku","aidi","áidiak","ái̯ðjak"
"160","Etxaleku","pariente","párienteák","párjenteák"
"161","Etxarri (Larraun)","famillear","famílleárr","famíʎeár̄"
"162","Etxarri (Larraun)","familliko","fámillikó","fámiʎikó"
"163","Etxebarri","fameliarteko","faméliarrtéko","faméljar̄téko"
"164","Etxebarria","senide","seníde","śeníðe"
"165","Etxebarria","senikera","seníkerá","śeníkerá"
"166","Eugi","aidengo","aidéngo","ai̯ðéŋgo"
"167","Eugi","aide","áide","ái̯ðe"
"168","Ezkio-Itsaso","familiko","fámilikó","fámilikó"
"169","Ezkio-Itsaso","familiarte","famíliarrté","famíljar̄té"
"170","Ezkio-Itsaso","familiar","famíliarrák","famíljar̄ák"
"171","Ezkurra","aide","aidé","ai̯ðé"
"172","Ezterenzubi","ahide","ahíde","ahíðe"
"173","Ezterenzubi","yendaki","yendaki","ǰendaki"
"174","Ezterenzubi","askazi","askázi","aśkási"
"175","Gaintza","familiar","famíliárr","famíliár̄"
"176","Gaintza","pariental","pariéntál","parjéntál"
"177","Gamarte","yendaki","yendáki","ǰendáki"
"178","Gamarte","ahide","ahíde","ahíðe"
"179","Gamarte","askazkuntza","askázkuntza","aśkáskuntsa"
"180","Gamiz-Fika","familiar","famíliarr","famíliar̄"
"181","Gamiz-Fika","parentel","paréntél","paréntél"
"182","Garrüze","azkazi","ázkazi","áskasi"
"183","Getaria","senidearteko","senídearrtekó","śeníðear̄tekó"
"184","Getaria","senidetasun","senídetasún","śeníðetaśún"
"185","Getaria","senidearteko","senídearrtekuá","śeníðear̄tekwá"
"186","Getxo","fameli","faméli","faméli"
"187","Gizaburuaga","fameli","faméli","faméli"
"188","Gizaburuaga","senitarte","senítarrte","śenítar̄te"
"189","Gizaburuaga","artuemon","arrtuémon","ar̄twémon"
"190","Gizaburuaga","tarteko","tárrteko","tár̄teko"
"191","Goizueta","senidearalde","senídearálde","śeníðeará:lde"
"192","Goizueta","kastako","kástakó","káśtakɔ́"
"193","Goizueta","arteko","arrtekó","ar̄tekó"
"194","Goizueta","gure razako","gure rrázako","gure r̄ásako"
"195","Hazparne","familia","família","família"
"196","Hazparne","ahide","ahíde","ahíðe"
"197","Hazparne","yendeki","yéndeki","ǰéndeki"
"198","Hendaia","aaide","aaidé","aai̯ðé"
"199","Hendaia","yendeki","yéndeki","ǰéndeki"
"200","Hernani","pariente","parienté","parienté"
"201","Hernani","arteko","arrtekó","ar̄tekó"
"202","Hondarribia","xaxki","xaxki","ʃaʃki"
"203","Hondarribia","aideko","aidekua","ai̯ðekua"
"204","Ibarruri (Muxika)","fameli","faméli¡a","faméliʒa"
"205","Ibarruri (Muxika)","senitarte","senitárrte","śenitár̄te"
"206","Ibarruri (Muxika)","fameliar","fameliárr","fameljár̄"
"207","Igoa","pariente","párienté","párjenté"
"208","Ikaztegieta","familiar","familiarr","familjar̄"
"209","Irisarri","ahidego","ahídegó","ahíðeɣó"
"210","Irisarri","yendaki","yendáki","ǰendáki"
"211","Irisarri","ahidantxa","ahídantxa","ahíðantʃa"
"212","Itsasu","ahide","ahíde","ahíðe"
"213","Itsasu","yendaki","yendáki","ǰendáki"
"214","Itsasu","ahidekizun","ahídekízun","ahíðekísun"
"215","Izturitze","familia","familia","familia"
"216","Izturitze","yendaki","yendaki","ǰendaki"
"217","Jaurrieta","askazi","askázi","aśkási"
"218","Jutsi","askazi","askazi","aśkasi"
"219","Jutsi","yendaki","yendaki","ǰendaki"
"220","Jutsi","familia","familia","familia"
"221","Kortezubi","fameli","faméli","faméli"
"222","Kortezubi","senidearteko","senideárrteko","śeniðeár̄teko"
"223","Kortezubi","familiarteko","familiárrteko","familiár̄teko"
"224","Landibarre","ahaide","aháide","ahái̯de"
"225","Landibarre","azkazi","azkázi","askási"
"226","Larrabetzu","fameli","fámeli","fámeli"
"227","Larrabetzu","sendi","séndi","śéndi"
"228","Larrabetzu","urkotasun","urrkotásun","ur̄kotáśun"
"229","Larrabetzu","senikuntze","seníkuntze","śeníkuntse"
"230","Larrabetzu","senitarteko","senitarrteko","śenitar̄teko"
"231","Larraine","askazi","askazíak","aśkasíak"
"232","Larraine","askakhente","askakhénte","aśkakhénte"
"233","Larzabale","yendaki","yendaki","ǰendaki"
"234","Larzabale","yendakuntza","yendakuntza","ǰendakuntsa"
"235","Larzabale","askazi","askazi","aśkasi"
"236","Lasarte-Oria","señeriak","séñeriák","śéɲeriák"
"237","Lasarte-Oria","señediak","séñediák","śéɲeðiák"
"238","Lasarte-Oria","aideko","áidekuak","ái̯ðekwak"
"239","Lasarte-Oria","señare","señáré","śeɲáré"
"240","Lasarte-Oria","señide","séñIEde","śéɲẹðe"
"241","Laukiz","familiarte","famíliarrte","famíljar̄te"
"242","Legazpi","senitarte","senitarrte","śenitar̄te"
"243","Legazpi","senitarteri","senitarrteri","śenitar̄teri"
"244","Legazpi","tarteko","tarrteko","tar̄teko"
"245","Legazpi","tarteri","tarrteri","tar̄teri"
"246","Leintz Gatzaga","famili","famíli¡a","famíliʒa"
"247","Leintz Gatzaga","senitarteko","senítarrteko","śenítar̄teko"
"248","Leioa","famili","famíli","famíli"
"249","Leitza","familiko","familikó","familikó"
"250","Leitza","familliko","fámilliko","fámiʎiko"
"251","Leitza","aide","aidé","ai̯ðé"
"252","Leitza","parentela","paréntela","paréntela"
"253","Lekaroz","yendaki","yéndaki","ǰéndaki"
"254","Lekeitio","famili","famíli","famíli"
"255","Lekeitio","senide","seníde","śeníðe"
"256","Lemoa","famili","fámili","fámili"
"257","Lemoa","senide","seníde","śeníðe"
"258","Lemoa","parentel","paréntel","paréntel"
"259","Lemoiz","fameli","faméli","faméli"
"260","Lemoiz","fameliarteko","faméliarrteko","faméljar̄teko"
"261","Luzaide / Valcarlos","ahidego","ahidégo","ahiðéɣo"
"262","Luzaide / Valcarlos","yendaki","yendáki","ǰendáki"
"263","Luzaide / Valcarlos","familia","família","família"
"264","Makea","familia","familiá","familiá"
"265","Makea","yendaki","yéndakia","ǰéndakia"
"266","Makea","ahide","ahíde","ahíðe"
"267","Mañaria","famili","fámili","fámili"
"268","Mañaria","senide","seníde","śeníðe"
"269","Mendaro","senide","seníde","śeníðe"
"270","Mendaro","famelixa","fámelixá","fámeliʃá"
"271","Mendaro","tarteko","tárrtekó","tár̄tekó"
"272","Mendaro","familixarteko","famílixarrtéko","famíliʃar̄téko"
"273","Mendata","fameli","faméli","faméli"
"274","Mendata","etzeko arte","etzeko árrte","etseko ár̄te"
"275","Mendata","etzeko arteko","etzeko árrteko","etseko ár̄teko"
"276","Mezkiritz","aide","áide","ái̯ðe"
"277","Montori","azkazgoa","azkázgoa","askázgoa"
"278","Montori","askazi","askázi","aśkási"
"279","Mugerre","ahidantza","ahídantza","ahíðantsa"
"280","Mugerre","yendeki","yendeki","ǰendeki"
"281","Mungia","parenteltasun","parentéltasun","parentéltaśun"
"282","Mungia","urko","urrkó","ur̄kó"
"283","Oderitz","familliko","fámillikó","fámiʎikó"
"284","Oderitz","pariente","pariénték","parjénték"
"285","Oiartzun","pariente","pariéntík","parjéntík"
"286","Oiartzun","familiarteko","familiarrtekó","familiar̄tekó"
"287","Oiartzun","zaizkiko","záizkikuák","sái̯skikuák"
"288","Oñati","alkartasun","alkárrtasun","alkár̄taśun"
"289","Oñati","senitarte","senítarrte","śenítar̄te"
"290","Ondarroa","famelixa","famélixa","faméliʃa"
"291","Ondarroa","senitxasun","senítxasun","śenítʃaśun"
"292","Orexa","tarteko","tarrtéko","tar̄téko"
"293","Orexa","pariente","pariénte","pariénte"
"294","Orio","familiarte","famíliarrté","famíljar̄té"
"295","Orio","aideko","aidékuá","ai̯ðékuá"
"296","Orio","aideko","aidékua","ai̯ðékwa"
"297","Orio","aide","aidé","ai̯ðé"
"298","Orio","senidearteko","senídearrtekó","śeníðear̄tekó"
"299","Orozko","parentesko","parentésko","parentéśko"
"300","Orozko","senidetasun","senídetasun","śeníðetaśun"
"301","Otxandio","fameli","faméli¡a","faméliʒa"
"302","Otxandio","senittarte","senittárrte","śenittár̄te"
"303","Pagola","askazi","askazí","aśkasí"
"304","Pagola","askazküntza","askazküntza","aśkaskyntsa"
"305","Pasaia","pariente","paríentíák","paríentíák"
"306","Pasaia","pariente","párientiák","párjentiák"
"307","Santa Grazi","askazgua","askazgua","aśkazgwa"
"308","Santa Grazi","askazgua","askazgúa","aśkazgúa"
"309","Santa Grazi","askazi","askazíak","aśkasíak"
"310","Sara","famila","fámilá","fámilá"
"311","Sara","yendaki","yendáki","ǰendáki"
"312","Sara","aide","áide","ái̯ðe"
"313","Senpere","familia","família","família"
"314","Sohüta","askasgua","askasgúa","aśkaźgúa"
"315","Sondika","familiko","famíliko","famíliko"
"316","Sondika","familiarte","famíliarrte","famíljar̄te"
"317","Sondika","parentesko","parentéskoak","parentéśkoak"
"318","Suarbe","pariente","pariénte","parjénte"
"319","Suarbe","aide","áide","ái̯ðe"
"320","Sunbilla","yendaje","yendáje","ǰendáxe"
"321","Sunbilla","aide","áide","ái̯ðe"
"322","Tolosa","tarteko","tarrtekó","tar̄tekó"
"323","Tolosa","aideko","áidekó","á:i̯ðekó"
"324","Tolosa","fameliar","faméliarrák","faméliar̄ák"
"325","Tolosa","parentela","paréntela","paréntela"
"326","Uharte Garazi","askazi","askazí","aśkasí"
"327","Uharte Garazi","familia","família","família"
"328","Uharte Garazi","yendaki","yéndaki","ǰéndaki"
"329","Urdiain","aide","áide","ái̯ðe"
"330","Urdiñarbe","askazi","askázi","aśkási"
"331","Urdiñarbe","askazgoa","askázgoa","aśkásgoa"
"332","Urdiñarbe","familia","familia","familia"
"333","Urketa","ahaide","aháide","ahái̯ðe"
"334","Urretxu","senitarte","senítarrté","śenítar̄té"
"335","Urretxu","senitarteko","senítarrtekók","śenítar̄tekók"
"336","Urretxu","senidetarte","senídetarrtiá","śeníðetar̄tiá"
"337","Ürrüstoi","askazi","askázi","aśkási"
"338","Ürrüstoi","askenkhünte","askenkh´ünte","aśkeŋkhýnte"
"339","Uztaritze","yendeki","yéndeki","ǰéndeki"
"340","Uztaritze","familia","família","família"
"341","Uztaritze","aide","áide","ái̯ðe"
"342","Zaratamo","fameliko","famélikó","famélikó"
"343","Zaratamo","senide","seníde","śeníðe"
"344","Zeanuri","familiarte","familíarrte","familíar̄te"
"345","Zeanuri","senitarte","senitárrte","śenitár̄te"
"346","Zeberio","famili","famíli","famíli"
"347","Zeberio","familiar","familiarr","familiar̄"
"348","Zeberio","senitarte","senitárrte","śenitár̄te"
"349","Zegama","tarteko","tárrtekó","tár̄tekó"
"350","Zegama","familiko","famílikó","famílikó"
"351","Zilbeti","aide","aidé","ai̯ðé"
"352","Zollo (Arrankudiaga)","fameli","faméli","faméli"
"353","Zollo (Arrankudiaga)","parentela","paréntela","paréntela"
"354","Zornotza","fameli","faméli","faméli"
"355","Zornotza","senittarte","senittárrte","śenittár̄te"
"356","Zornotza","parentela","parentéla","parentéla"
"357","Zugarramurdi","airea","áirea","ái̯rea"
"358","Zugarramurdi","kusinaire","kusínáireak","kuśínái̯reak"
"359","Zugarramurdi","kusina","kusína","kuśína"
