"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"79","Izturitze","haurrin","haurrin","hau̯r̄in"
"80","Jaurrieta","altzindu dela","altzíndu déla","altsíndu ðéla"
"81","Jutsi","bastartaekin izan","bastarrtaekin izan","baśtar̄taekin isan"
"82","Jutsi","bastarta baik","bastarrta baik","baśtar̄ta βai̯k"
"83","Larrabetzu","amasoltera","amasóltéra","amaśóltéra"
"84","Larrabetzu","yasoneko","yasóneko","ǰaśóneko"
"85","Larzabale","haur ina","háurr ina","háu̯r̄ ina"
"86","Lasarte-Oria","solteretan izan du familiya","sólteretán izán du fámiliyá","śólteretán isán du fámiliǰá"
"87","Lasarte-Oria","soltera","solterá","śolterá"
"88","Laukiz","amasoltera","amasoltéra","amaśoltéra"
"89","Legazpi","amaezkonbage","amaezkombage","amaeskombaɣe"
"90","Leintz Gatzaga","amasoltera","amásoltera","amáśoltera"
"91","Leioa","soltera","soltera","śoltera"
"92","Leitza","solteratan izandu","sólteratán izándu","śólteratán isándu"
"93","Lekeitio","amasoltera","amásoltera","amáśoltera"
"94","Lemoa","soltera","soltéra","śoltéra"
"95","Lemoa","yasoa","yasóa","ǰaśóa"
"96","Lemoiz","amasoltera","amásoltera","amáśoltera"
"97","Luzaide / Valcarlos","erramu baiño leen","errámu báiño leén","er̄ámu bái̯ɲo leén"
"98","Makea","erramu aitzin egin dute pazkoa","errámu aintzín egín dute pázkoa","er̄ámu ai̯ntsín eɣín dute páskoa"
"99","Mendaro","amasoltera","amásoltera","amáśɔltera"
"100","Mendata","bixialargun","bixíalarrgun","βiʃíalar̄ɣun"
"101","Mendata","amasoltera","amasoltéra","amaśoltéra"
"102","Mungia","yasoneko","yasonéko","ǰaśonéko"
"103","Oderitz","amasoltera","ámasólterá","ámaśɔ́lterá"
"104","Oiartzun","solteratan izandua","sólteratán izanduá","śólteratán isanduá"
"105","Oñati","soltera","soltéra","śoltéra"
"106","Ondarroa","neskasoltera","neskásoltera","neśkáśoltera"
"107","Orexa","solteratan izan","sólteratan ízan","śólteratan ísan"
"108","Orozko","amasoltera","amásoltera","amáśoltera"
"109","Otxandio","amasoltera","amásoltera","amáśoltera"
"110","Pagola","bastarta egin","bastárta egin","baśtárta eɣin"
"111","Pasaia","neskaandre","néskáandré","néśkáandré"
"112","Pasaia","neska","néská","néśká"
"113","Pasaia","ezkongaddetan izan","eSZkóngaddetan iSZan","es̟kóŋgaddetan is̟an"
"114","Santa Grazi","haurra badizü","háurra badízü","háu̯r̄a βaðísy"
"115","Santa Grazi","bastarpa badizü","bastarrpa badizü","baśtar̄pa βaðisy"
"116","Senpere","bazkoak in tu erramu aintzinean","bázkoak in tú errámu aintzínean","báskoak in tú er̄ámu ai̯ntsínean"
"117","Sondika","amasoltera","amásoltera","amáśoltera"
"118","Suarbe","amasoltera","ámasoltéra","ámaśoltéra"
"119","Tolosa","solteratan","sólteratan","śólteratan"
"120","Tolosa","amasoltera","ámasolterá","ámaśolterá"
"121","Urretxu","solteran familiya izindakua","soltéran fámiliyaizíndakuá","śoltéran fámiliǰai̯síndakuá:"
"122","Urretxu","solteratan izindakua","soltératán izíndakuá","śoltératán isíndakuá"
"123","Ürrüstoi","ezkuntü gabe haur bazin","ezkuntü gabe haur bázin","eskunty ɣaβe hau̯r βásin"
"124","Uztaritze","orrek bazko izan dik arramu bano leen","orrék bazkóizan dík arramú bano léen","or̄ék βaskói̯san dík ar̄amú βano léen"
"125","Zeanuri","andrasoltera","andrrasoltéra","andr̄aśoltéra"
"126","Zeberio","amasoltera","amasoltéra","amaśoltéra"
"127","Zegama","soltera","solterá","śɔlterá"
"128","Zollo (Arrankudiaga)","amasoltera","amásoltera","amáśoltera"
"129","Zornotza","amasoltera","amasoltéra","amaśoltéra"
"130","Zugarramurdi","ume ina duela","úme ína duéla","úme ína ðuéla"
