"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"160","Getaria","agure","agúré","aɣúré"
"161","Getaria","aitona","aitóná","ai̯tóná"
"162","Getxo","gixonsar","gixónsarr","giʃónśar̄"
"163","Getxo","aguresar","agurésarr","aɣuréśar̄"
"164","Gizaburuaga","sar","sárr","śár̄"
"165","Gizaburuaga","agure","agúre","aɣúre"
"166","Goizueta","zar","zárr","sá:r̄"
"167","Goizueta","aurezar","aúrezarrá","aúresar̄á"
"168","Hazparne","gizonxahar","gízonxáharr","ɣísonʃáhar̄"
"169","Hazparne","senton","sénton","śénton"
"170","Hendaia","gizonxaar","gizónxaárr","gisónʃaáR"
"171","Hernani","gizasemezaar","gizásemezaárr","gisáśemesaár̄"
"172","Hernani","agure","aguré","aɣuré"
"173","Hernani","attonzar","áttonzárr","áttonsár̄"
"174","Hondarribia","attona","attóna","attóna"
"175","Hondarribia","agure","agúre","aɣúre"
"176","Ibarruri (Muxika)","gixonsar","gixónsarr","ɣiʃónśar̄"
"177","Ibarruri (Muxika)","agure","agúre","aɣúre"
"178","Igoa","gizonzar","gízonzárr","gísonsár̄"
"179","Igoa","attun","attún","attún"
"180","Ikaztegieta","gizonzar","gízonzarr","ɣísonsar̄"
"181","Ikaztegieta","agure","agúre","aɣúre"
"182","Ikaztegieta","atton","attón","attón"
"183","Irisarri","gizontxahar","gízontxáharr","gísontʃáhar̄"
"184","Irisarri","atxun","atxún","atʃún"
"185","Itsasu","zaar","zaárr","saár̄"
"186","Izturitze","xahar","xahárr","ʃahár̄"
"187","Izturitze","gizontxahar","gizontxahárr","gisontʃahár̄"
"188","Jaurrieta","gizonzartu","gizónzarrtú","ɣisónsa:r̄tú"
"189","Jaurrieta","aitso","áitsó","ái̯tśó"
"190","Jaurrieta","gizonzar","gizónzárr","gisónsár̄"
"191","Jutsi","xahar","xaharr","ʃahar̄"
"192","Jutsi","adinetako","adinetako","aðinetako"
"193","Kortezubi","aguresar","aguresárr","aɣureśár̄"
"194","Landibarre","gizonxaar","gizónxaar","gisónʃaar"
"195","Larrabetzu","gixonsar","gixónsarr","giʃónśar̄"
"196","Larrabetzu","agure","águre","áɣure"
"197","Larraine","zahar","zahár","sahár"
"198","Larraine","adineko ¡ente","ádineko ¡enté","áðineko ʒenté"
"199","Larzabale","adindun","adíndun","aðíndun"
"200","Larzabale","adinetako","adinetáko","aðinetáko"
"201","Larzabale","zahar","zaharr","sahar̄"
"202","Larzabale","xahar","xaharr","ʃahar̄"
"203","Larzabale","adinetako gizon","adínetako gizón","aðínetako ɣisón"
"204","Lasarte-Oria","gizasemezar","gizásemezárr","gisáśemesár̄"
"205","Lasarte-Oria","agure","águré","áɣuré"
"206","Lasarte-Oria","aiton","áitón","ái̯tón"
"207","Laukiz","sar","sárr","śár̄"
"208","Laukiz","agure","agúre","aɣúre"
"209","Legazpi","agura","agura","aɣura"
"210","Legazpi","attona","attona","attona"
"211","Leintz Gatzaga","edadetu","edádetu","eðáðetu"
"212","Leintz Gatzaga","agura","agúra","aɣúra"
"213","Leintz Gatzaga","sar","sárr","śár̄"
"214","Leintz Gatzaga","aitton","aittón","ai̯ttón"
"215","Leioa","agure","aguré","aɣuré"
"216","Leitza","zar","zárr","sá:r̄"
"217","Leitza","attuna","attuná","attuná"
"218","Leitza","edadeko gizon","edádeko gízom","eðáðeko: ɣísom"
"219","Leitza","agure","aguré","aɣurɛ́"
"220","Lekaroz","zaar","zaárr","saár̄"
"221","Lekaroz","aitunzaar","aitúnzaárr","ai̯túnsaár̄"
"222","Lekeitio","agura","agúra","aɣúra"
"223","Lemoa","sar","sarr","śa:r̄"
"224","Lemoa","agure","agúre","aɣúre"
"225","Lemoiz","gisonsar","gisónsarr","ɣiśónśar̄"
"226","Lemoiz","agure","aguré","aɣuré"
"227","Luzaide / Valcarlos","gizonxahar","gizónxahárr","gisónʃahár̄"
"228","Makea","adinetako gizon","adínetáko gízon","aðínetáko gíson"
"229","Makea","gizontxaar","gízontxáarr","gísontʃáar̄"
"230","Mañaria","gixonsar","gixónsarr","ɣiʃónśar̄"
"231","Mañaria","aguresar","agurésarr","aɣuréśar̄"
"232","Mendaro","agure","agúre","aɣúre"
"233","Mendaro","gisonsar","gisónsárr","giśónśár̄"
"234","Mendata","gixonsar","gixonsárr","ɣiʃonśár̄"
"235","Mendata","agure","agúre","aɣúre"
"236","Mezkiritz","aitatxi","aitátxi","ai̯tátʃi"
"237","Mezkiritz","apitxi","apítxi","apítʃi"
"238","Mezkiritz","gizonzar","gizónzárr","gisónsár̄"
"239","Montori","gizuntxahar","gízuntxahárra","gísuntʃahár̄a"
"240","Mugerre","adin handiko gizon","adin handiko gizon","aðin handiko gison"
"241","Mungia","aguresar","agurésarr","aɣuréśar̄"
"242","Oderitz","gizonzar","gízonzárr","ɣísonsár̄"
"243","Oderitz","attuna","áttuná","áttuná"
"244","Oderitz","edadetu","edádetú","eðáðetú"
"245","Oiartzun","aure","aúré","aúrɛ́"
"246","Oiartzun","aurezar","áurezárr","áu̯resár̄"
"247","Oiartzun","agure","agúré","aɣúré"
"248","Oñati","gisonsar","gisónsarr","ɣiśónśar̄"
"249","Oñati","agure","agúre","aɣúre"
"250","Ondarroa","sar","sárr","śár̄"
"251","Ondarroa","aguresar","agurésarr","aɣuréśar̄"
"252","Orexa","zar","zárr","sár̄"
"253","Orexa","atton","átton","á:tton"
"254","Orexa","edadeaundiko","édadeaundíko","éðaðeau̯ndíko"
"255","Orexa","aure","aúre","aúre"
"256","Orio","aitonzar","áitonzárr","ái̯tonsár̄"
"257","Orio","agure","agúré","aɣúré"
"258","Orio","gizonzar","gízonzárr","ɣísonsár̄"
"259","Orozko","gisonsar","gisónsarr","ɣiśónśar̄"
"260","Orozko","agura","agúra","aɣúra"
"261","Otxandio","sar","sárr","śár̄"
"262","Otxandio","agura","agúra","aɣúra"
"263","Pagola","gizontxahar","gizontxahárr","gisontʃahár̄"
"264","Pasaia","edadeko","édadekó","éðaðekó"
"265","Pasaia","aguri","águri","águri"
"266","Pasaia","zar","zárr","sár̄"
"267","Santa Grazi","xahar","xáharr","ʃáhar̄"
"268","Sara","adineko gizon","adíneko gízon","aðíneko ɣíson"
"269","Sara","aittona","aittóna","ai̯ttóna"
"270","Senpere","xaar","xaárr","ʃaár̄"
"271","Sohüta","xahar","xahár","ʃahár"
"272","Sohüta","zahar","záhar","sáhar"
"273","Sondika","agure","agúre","aɣúre"
"274","Suarbe","gizontzar","gizontzárr","ɣisontsár̄"
"275","Suarbe","abuelo","abuélo","aβwélo"
"276","Sunbilla","zar","zár","sár"
"277","Sunbilla","agure","agúre","aɣúre"
"278","Tolosa","gizonedadetu","gízonedádetu","gísonɛðáðɛtu"
"279","Tolosa","gizonzaar","gizónzaárr","gisónsaár̄"
"280","Uharte Garazi","gizonxahar","gizónxahárr","gisónʃahár̄"
"281","Uharte Garazi","xaar","xaárr","ʃaár̄"
"282","Urdiain","gizonzar","gízonzarrá","gísonsar̄á"
"283","Urdiain","attuna","áttunák","áttunák"
"284","Urdiñarbe","gizontxahar","gizontxáhar","gisontʃáhar"
"285","Urdiñarbe","gizontzahar","gizontzahar","gisontsahar"
"286","Urketa","gizontxahar","gízontxahárr","gísontʃahár̄"
"287","Urketa","zahar","zahárr","sahár̄"
"288","Urketa","gizontzahar","gízontzahárr","gísontsahár̄"
"289","Urretxu","gizonzar","gizónzárr","gisónsá:r̄"
"290","Urretxu","agure","agúré","aɣúré"
"291","Uztaritze","xaar","xáarr","ʃáar̄"
"292","Zaratamo","sar","sar","śar"
"293","Zaratamo","aguresar","agúresár","aɣúreśár"
"294","Zaratamo","gixonsar","gixónsár","giʃónśár"
"295","Zeanuri","agure","agúre","aɣúre"
"296","Zeberio","agure","agúre","aɣúre"
"297","Zeberio","gixonsar","gíxonsarr","ɣíʃonśar̄"
"298","Zegama","gizontzar","gizontzárr","ɣisontsá:r̄"
"299","Zegama","agurezar","agúrezárr","aɣúresá:r̄"
"300","Zilbeti","zar","zárra","sár̄a"
"301","Zilbeti","gizonzar","gizónzárra","gisónsár̄a"
"302","Zollo (Arrankudiaga)","sar","sárr","śár̄"
"303","Zollo (Arrankudiaga)","agure","águre","áɣure"
"304","Zornotza","sar","sárr","śár̄"
"305","Zornotza","agure","agúre","aɣúre"
"306","Zugarramurdi","gizonxaar","gizónxaárr","gisónʃaár̄"
