"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"72","Bermeo","andrasko","andrraskó","andr̄aśkó"
"73","Berriz","andra","andrá","andrá"
"74","Berriz","andrasko","andraskó","andraśkó"
"75","Beruete","emakume","emákumé","emákumé"
"76","Beruete","emakumezko","emákumezkó","emákumeskó"
"77","Beskoitze","emazte","emázte","emáste"
"78","Beskoitze","emazteki","emaztéki","emastéki"
"79","Bidarrai","emazteki","emaztéki","emastéki"
"80","Bidarrai","emazte","emazté","emasté"
"81","Bolibar","andra","ándra","ándra"
"82","Bolibar","andrasko","andrásko","andráśko"
"83","Busturia","enbra","émbrra","émbr̄a"
"84","Busturia","enbrasko","émbrrasko","émbr̄aśko"
"85","Busturia","neskato","neskáto","neśkáto"
"86","Deba","emakume","emákumé","emákumé"
"87","Deba","emakumesko","emákumeskó","emákumeśkó"
"88","Deba","andra","andrá","andrá"
"89","Dima","andrasko","andrásko","andráśko"
"90","Dima","andra","ándra","ándra"
"91","Domintxaine","emazte","emázte","emáste"
"92","Donamaria","makemia","mákemia","mákœmia"
"93","Donamaria","makame","mákAEme","mákạme"
"94","Donibane Lohizune","emazte","emazté","emasté"
"95","Donibane Lohizune","emazteki","emázteki","emásteki"
"96","Donibane Lohizune","mazteki","maztekí","mastekí"
"97","Donostia","emakume","emákume","emákume"
"98","Donostia","emakumezko","emákumezko","emákumesko"
"99","Donostia","andre","andre","andre"
"100","Donostia","andrezko","andrézko","andrésko"
"101","Dorrao / Torrano","emakume","emakúme","emakúme"
"102","Dorrao / Torrano","andre","andré","andré"
"103","Eibar","andra","andrá","andrá"
"104","Eibar","andrazko","andrázko","andrásko"
"105","Elantxobe","andra","andrrá","andr̄á"
"106","Elantxobe","andrasko","andrrásko","andr̄áśko"
"107","Elduain","emakume","emákume","emákume"
"108","Elduain","emakumezko","emákumezkó","emákumeskó"
"109","Elgoibar","emagume","emágume","emáɣume"
"110","Elorrio","andra","andrrá","andr̄á"
"111","Elorrio","andrasko","andrrásko","andr̄áśko"
"112","Erratzu","andre","ándre","ándre"
"113","Erratzu","mazteki","mazteki","masteki"
"114","Errezil","emakumezko","emákumezkó","emákumeskó"
"115","Errezil","emakume","emákumé","emákumé"
"116","Errezil","andre","andré","andré"
"117","Errigoiti","andra","ándrá","ándrá"
"118","Errigoiti","andrasko","andrásko","andráśko"
"119","Eskiula","emazte","emázte","emáste"
"120","Etxalar","emazteki","emázteki","emásteki"
"121","Etxaleku","emakume","emakumé","emakumé"
"122","Etxarri (Larraun)","emakume","emákumé","emákumé"
"123","Etxarri (Larraun)","emakumesko","emákumeskó","emákumeśkó"
"124","Etxebarri","andra","ándrra","ándr̄a"
"125","Etxebarria","andra","andrá","andrá"
"126","Etxebarria","andrasko","andrásko","andráśko"
"127","Eugi","mazteki","maztekí","mastekí"
"128","Ezkio-Itsaso","emakume","emákumé","emákumé"
"129","Ezkio-Itsaso","emakuma","emákuma","emákuma"
"130","Ezkurra","emakume","emakumé","emakumé"
"131","Ezterenzubi","emazte","emázte","emáste"
"132","Ezterenzubi","emazteki","emázteki","emásteki"
"133","Ezterenzubi","mazte","mázte","máste"
"134","Gaintza","emakomezko","emákomezkó","emákomeskó"
"135","Gaintza","emakome","emákomé","emákomé"
"136","Gamarte","mazte","mázte","máste"
"137","Gamarte","emazteki","emázteki","emásteki"
"138","Gamiz-Fika","andra","andrá","andrá"
"139","Gamiz-Fika","andrasko","andráskó","andráśkó"
"140","Garrüze","emazte","emázte","emáste"
"141","Garrüze","emazteño","emazteñó","emasteɲɔ́"
"142","Getaria","emakume","emákumé","emákumé"
"143","Getaria","emakumesko","emákumeskuá","emákumeśkuá"
"144","Getxo","enbra","émbra","émbra"
"145","Gizaburuaga","emakume","emákume","emákume"
"146","Gizaburuaga","andrasko","andrrásko","andr̄áśko"
"147","Goizueta","emakume","emákume","ɛmákumɛ"
"148","Goizueta","andre","andré","andré"
"149","Goizueta","emakumezko","emákumezko","emákumesko"
"150","Hazparne","emazte","emazté","emasté"
"151","Hazparne","emakume","émakume","émakume"
"152","Hazparne","emazteki","emáztekí","emástekí"
"153","Hendaia","andre","andrré","andRé"
"154","Hendaia","emaxteki","emaxtekí","emaʃtekí"
"155","Hernani","emagume","emágumé","emágumé"
"156","Hondarribia","andre","andre","andre"
"157","Hondarribia","emazteki","emazteki","emasteki"
"158","Hondarribia","emakume","emákume","emákume"
"159","Ibarruri (Muxika)","andra","ándrra","ándr̄a"
"160","Ibarruri (Muxika)","enbra","émbrra","émbr̄a"
"161","Igoa","emakume","émakumé","émakumé"
"162","Igoa","emakumesko","emákumeskó","emákumeśkó"
"163","Igoa","andre","andré","andré"
"164","Ikaztegieta","emakume","emákume","emákume"
"165","Ikaztegieta","emakumezko","emakumezko","emakumesko"
"166","Ikaztegieta","andre","andre","andre"
"167","Irisarri","emazte","émazte","émaste"
"168","Irisarri","emazteki","émazteki","émasteki"
"169","Itsasu","emazteki","emáztekí","emástekí"
"170","Itsasu","emazte","emázte","emáste"
"171","Izturitze","emazte","emázte","emáste"
"172","Izturitze","anderegei","anderegei","andereɣei̯"
"173","Izturitze","emazteki","emázteki","emásteki"
"174","Jaurrieta","emazte","emázte","emáste"
"175","Jutsi","emazte","emazte","emaste"
"176","Kortezubi","enbra","émbrra","émbr̄a"
"177","Kortezubi","enbrasko","embrrásko","embr̄áśko"
"178","Landibarre","emazte","emázte","emáste"
"179","Landibarre","emazteki","emaztekí","emastekí"
"180","Larrabetzu","andra","ándra","ándra"
"181","Larrabetzu","andrasko","andrrásko","andr̄áśko"
"182","Larraine","emazte","emázte","emáste"
"183","Larraine","emazteki","émaztéki","émastéki"
"184","Larraine","emazte","emázte","emá:ste"
"185","Larzabale","emazte","emázte","emáste"
"186","Larzabale","emazteki","emázteki","emásteki"
"187","Lasarte-Oria","andre","andré","andré"
"188","Lasarte-Oria","emakume","emákumé","emákumé"
"189","Lasarte-Oria","emakumesko","emákumeskó","emákumeśkó"
"190","Laukiz","enbra","émbrra","émbr̄a"
"191","Laukiz","andra","andrra","andr̄a"
"192","Legazpi","andra","andra","andra"
"193","Legazpi","emakuma","emákuma","emákuma"
"194","Legazpi","andrazko","andrazko","andrasko"
"195","Legazpi","gonadun","gonadun","ɣonaðun"
"196","Leintz Gatzaga","andrasko","andrrásko","andr̄áśko"
"197","Leintz Gatzaga","emakume","emákume","emákume"
"198","Leioa","enbra","émbra","émbra"
"199","Leioa","emakume","emakúme","emakúme"
"200","Leioa","andra","andrá","andrá"
"201","Leitza","emakume","emákumé","emákumé"
"202","Lekaroz","mazteki","maztéki","mastéki"
"203","Lekeitio","emakume","emákume","emákume"
"204","Lemoa","andrasko","andrrásko","andr̄áśko"
"205","Lemoa","andra","ándrra","ándr̄a"
"206","Lemoiz","andra","andrra","andr̄a"
"207","Luzaide / Valcarlos","mazteki","maztéki","mastéki"
"208","Makea","emazte","emázte","emáste"
"209","Makea","emazteki","emáztekí","emástekí"
"210","Mañaria","andrasko","andrásko","andráśko"
"211","Mañaria","andra","ándra","ándra"
"212","Mendaro","emakume","emákumé","emákumé"
"213","Mendaro","andra","ándrra","ándr̄a"
"214","Mendata","enbrasko","embrrásko","embr̄áśko"
"215","Mezkiritz","andre","ándrre","ándr̄e"
"216","Montori","emazte","emázte","emáste"
"217","Mugerre","emazteki","emazteki","emasteki"
"218","Mungia","andra","ándra","ándra"
"219","Mungia","andrasko","andrásko","andráśko"
"220","Oderitz","emakumesko","emákumeskó","emákumeśkó"
"221","Oderitz","emakume","emákumé","emákumé"
"222","Oiartzun","emakume","emákumé","emákumé"
"223","Oiartzun","makume","mákumia","mákumia"
"224","Oñati","andra","ándrra","ándr̄a"
"225","Oñati","emakume","emakúme","emakúme"
"226","Oñati","emakumesko","emákumésko","emákuméśko"
"227","Ondarroa","andrasko","andrrásko","andr̄áśko"
"228","Ondarroa","emakume","emakúme","emakúme"
"229","Orexa","emakumezko","emákumézko","emákumésko"
"230","Orio","emakume","emákumé","emákumé"
"231","Orio","andre","andré","andré"
"232","Orio","emakumezko","emákumezkó","emákumeskó"
"233","Orozko","andrasko","andrrásko","andr̄áśko"
"234","Orozko","magaldun","magáldun","maɣálðun"
"235","Otxandio","andra","ándrra","ándr̄a"
"236","Otxandio","emastegi","emástegi","emáśteɣi"
"237","Otxandio","emakume","emákume","emákume"
"238","Otxandio","andrasko","andrrásko","andr̄áśko"
"239","Pagola","emazte","emázte","emáste"
"240","Pasaia","andre","andré","andré"
"241","Pasaia","emakumezko","emákumezkó","emákumeskó"
"242","Pasaia","emakume","emákumé","emákumé"
"243","Pasaia","emakomiak","emákomiák","emákomiák"
"244","Santa Grazi","emazte","emázte","emáste"
"245","Sara","emazteki","emaztéki","emastéki"
"246","Senpere","emazte","emázte","emáste"
"247","Senpere","emazteki","emaztéki","emastéki"
"248","Sohüta","emazte","emázte","emáste"
"249","Sondika","enbra","émbrra","émbr̄a"
"250","Suarbe","makume","makúme","makúme"
"251","Suarbe","andre","ándre","ándre"
"252","Sunbilla","andre","andré","andré"
"253","Sunbilla","emakume","emákumé","emákumé"
"254","Tolosa","emakume","emákumé","emákumé"
"255","Uharte Garazi","emazteki","émaztekí","émastekí"
"256","Uharte Garazi","emazte","émazté","émasté"
"257","Urdiain","andra","ándrra","ándr̄a"
"258","Urdiñarbe","emazte","emázte","emáste"
"259","Urketa","emazte","emázte","emáste"
"260","Urketa","emazteki","emáztekia","emástekia"
"261","Urretxu","emakumezko","emákumezkó","emákumeskó"
"262","Urretxu","emakuma","emákumá","emákumá"
"263","Ürrüstoi","emazte","emázte","emáste"
"264","Uztaritze","emaste","emáste","emáśte"
"265","Zaratamo","andra","ándra","ándra"
"266","Zaratamo","emakume","emákumé","emákumé"
"267","Zeanuri","andrasko","andrrásko","andr̄áśko"
"268","Zeanuri","emakume","emákume","emákume"
"269","Zeanuri","andra","andrrá","andr̄á"
"270","Zeberio","andra","ándrra","ándr̄a"
"271","Zeberio","emakume","emakúme","emakúme"
"272","Zeberio","andrasko","andrrásko","andr̄áśko"
"273","Zegama","emakumazko","emákumazkó","emákumaskó"
"274","Zilbeti","mazteki","maztéki","mastéki"
"275","Zollo (Arrankudiaga)","andrasko","andrrásko","andr̄áśko"
"276","Zollo (Arrankudiaga)","andra","ándrra","ándr̄a"
"277","Zornotza","enbra","embrra","embr̄a"
"278","Zornotza","enbrasko","émbrrasko","émbr̄aśko"
"279","Zornotza","andra","andrra","andr̄a"
"280","Zornotza","andrasko","andrrásko","andr̄áśko"
"281","Zugarramurdi","emazteki","emáztekiá","emástekiá"
"282","Zugarramurdi","andre","ándrre","ándr̄e"
