"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"54","Donostia","koñata","koñáta","koɲáta"
"55","Dorrao / Torrano","goñeta","goñéta","ɣoɲéta"
"56","Eibar","koñata","koñáta","koɲáta"
"57","Elantxobe","koñeta","koñéta","koɲéta"
"58","Elduain","koñata","kóñatá","kóɲatá"
"59","Elgoibar","koñata","koñáta","koɲáta"
"60","Elorrio","koñeta","koñéta","koɲéta"
"61","Erratzu","koñata","kóñata","kóɲata"
"62","Erratzu","kuñeta","kuñéta","kuɲéta"
"63","Errezil","koñata","koñáta","koɲáta"
"64","Errigoiti","koñeta","koñéta","koɲéta"
"65","Eskiula","küñata","küñatá","kyɲatá"
"66","Etxalar","koñata","koñatá","koɲatá"
"67","Etxaleku","koñata","koñatá","koɲatá"
"68","Etxarri (Larraun)","koñata","kóñatá","kóɲatá"
"69","Etxebarri","koñeta","koñéta","koɲéta"
"70","Etxebarria","koñata","koñáta","koɲáta"
"71","Eugi","goñata","goñáta","ɣoɲáta"
"72","Ezkio-Itsaso","koñata","koñáta","koɲáta"
"73","Ezkurra","koñata","koñatá","koɲatá"
"74","Ezterenzubi","koinat","koinát","koi̯nát"
"75","Gaintza","goñata","goñatá","ɣoɲatá"
"76","Gamarte","koñat","koñát","koɲát"
"77","Gamiz-Fika","koñeta","koñéta","koɲéta"
"78","Garrüze","kuñat","kúñat","kúɲat"
"79","Getaria","goñata","goñátá","ɣoɲátá"
"80","Getxo","koñeta","koñetá","koɲetá"
"81","Gizaburuaga","koñata","koñáta","koɲáta"
"82","Goizueta","koñata","koñátá","koɲátá"
"83","Hazparne","koinat","kóinat","kói̯nat"
"84","Hendaia","koñata","koñatá","koɲatá"
"85","Hernani","koñata","koñatá","koɲatá"
"86","Hondarribia","koñata","koñáta","koɲáta"
"87","Ibarruri (Muxika)","koñeta","koñéta","koɲéta"
"88","Igoa","koñata","kóñatá","kóɲatá"
"89","Ikaztegieta","koñata","koñáta","koɲáta"
"90","Irisarri","koinata","koináta","koi̯náta"
"91","Itsasu","koinat","kóinat","kói̯nat"
"92","Izturitze","koinat","kóinat","kói̯nat"
"93","Jaurrieta","kuñata","kuñáta","kuɲáta"
"94","Jutsi","koinat","koinat","koi̯nat"
"95","Kortezubi","koñeta","koñetá","koɲetá"
"96","Landibarre","koñat","koñát","koɲát"
"97","Larrabetzu","koñeta","koñéta","koɲéta"
"98","Larraine","küñat","küñát","kyɲát"
"99","Larzabale","koñata","koñáta","koɲáta"
"100","Lasarte-Oria","koñata","kóñatá","kóɲatá"
"101","Laukiz","koñeta","koñéta","koɲéta"
"102","Legazpi","kuñata","kuñata","kuɲata"
"103","Leintz Gatzaga","koñeta","koñéta","koɲéta"
"104","Leioa","koñata","koñáta","koɲáta"
"105","Leitza","koñata","kóñatá","kóɲatá"
"106","Lekaroz","koñata","kóñata","kóɲata"
"107","Lekeitio","koñata","koñáta","koɲáta"
"108","Lemoa","koñeta","koñéta","koɲéta"
"109","Lemoiz","koñeta","koñetá","koɲetá"
"110","Luzaide / Valcarlos","koñat","kóñat","kóɲat"
"111","Makea","koiñat","kóiñat","kói̯ɲat"
"112","Mañaria","koñeta","koñéta","koɲéta"
"113","Mendaro","koñata","koñáta","koɲáta"
"114","Mendata","koñeta","koñéta","koɲéta"
"115","Mezkiritz","goñata","goñáta","goɲáta"
"116","Montori","küñata","küñatá:","kỹɲãtá:"
"117","Mugerre","belzer","belzerr","belsør̄"
"118","Mungia","koñeta","koñéta","koɲéta"
"119","Oderitz","koñata","kóñatá","kóɲatá"
"120","Oiartzun","koñata","koñátá","koɲátá"
"121","Oñati","koñata","koñáta","koɲáta"
"122","Oñati","eskonarreba","eskónarreba","eśkónar̄eβa"
"123","Ondarroa","koñeta","koñéta","koɲéta"
"124","Orexa","koñata","koñáta","koɲáta"
"125","Orio","koñata","koñatá","koɲatá"
"126","Orozko","koñeta","koñéta","koɲéta"
"127","Otxandio","koñeta","kóñeta","kóɲeta"
"128","Pagola","küñat","küñát","kyɲát"
"129","Pasaia","koñata","kóñatá","kóɲatá"
"130","Santa Grazi","küñata","küñáta","kyɲáta"
"131","Sara","koinata","koináta","koi̯náta"
"132","Senpere","koinat","kóinat","kói̯nat"
"133","Senpere","koinat","kóinat","kói̯nat"
"134","Sohüta","küñata","küñáta","kyɲáta"
"135","Sondika","koñeta","koñéta","koɲéta"
"136","Suarbe","koñata","koñáta","koɲáta"
"137","Sunbilla","koñata","koñáta","koɲáta"
"138","Tolosa","koñata","koñatá","koɲatá"
"139","Uharte Garazi","koñat","kóñat","kóɲat"
"140","Urdiain","kuñada","kuñáda","kuɲáða"
"141","Urdiñarbe","küñat","küñat","kyɲat"
"142","Urketa","koinata","koináta","koi̯náta"
"143","Urretxu","koñata","koñáta","koɲáta"
"144","Ürrüstoi","küñat","küñat","kyɲat"
"145","Uztaritze","koinat","kóinat","kói̯nat"
"146","Zaratamo","kuñeta","kuñéta","kuɲéta"
"147","Zeanuri","koñeta","koñéta","koɲéta"
"148","Zeberio","kuñeta","kuñéta","kuɲéta"
"149","Zegama","koñata","koñatá","koɲatá"
"150","Zilbeti","goñata","goñáta","goɲáta"
"151","Zollo (Arrankudiaga)","kuñeta","kuñéta","kuɲéta"
"152","Zornotza","koñeta","koñéta","koɲéta"
"153","Zugarramurdi","koinata","kóinatá","kói̯natá"
