"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"155","Pasaia","lenguso","léngusó","léŋguśó"
"156","Santa Grazi","kuzi","kuzí","kuzí"
"157","Santa Grazi","lehenkusi","lehenkusi","leheŋkuźi"
"158","Sara","leenkusin","leénkúsin","leéŋkúśin"
"159","Senpere","kusina","kusína","kuśína"
"160","Senpere","leenkusin","leénkusín","leéŋkuśín"
"161","Sohüta","kosi","kosí","koźí:"
"162","Sohüta","lehenkosi","lehénkosí","lehéŋkoźí:"
"163","Sohüta","khosi","khósi","khóźi"
"164","Sondika","lengusu","léngusu","léŋguśu"
"165","Suarbe","lenguso","lengúso","leŋgúśo"
"166","Sunbilla","lengesu","léngesu","léŋgœśu:"
"167","Tolosa","lengusu","lengusú","leŋguśú"
"168","Tolosa","lengusupropiddua","léngusupropidduá","léŋguśupropidduá"
"169","Uharte Garazi","kusileen","kusiléen","kuśiléen"
"170","Uharte Garazi","leenkusi","leénkusí","leéŋkuśí"
"171","Urdiain","lengusu","léngusu","léŋguśu"
"172","Urdiñarbe","lehenkusi","lehenkúsi","leheŋkúźi"
"173","Urdiñarbe","kusilehen","kúsilehéna","kúźilehéna"
"174","Urdiñarbe","kusi","kusi","kuźi"
"175","Urketa","kusi","kúsi","kúśi"
"176","Urretxu","lengusu","léngusú","léŋguśú"
"177","Ürrüstoi","kusi","kusi","kuźi"
"178","Ürrüstoi","lehenkusi","lehenkusi","leheŋkuźi"
"179","Ürrüstoi","kusilehen","kusilehen","kuźilehen"
"180","Uztaritze","kusi","kusí","kuśí"
"181","Uztaritze","leenkusi","leenkúsi","leeŋkúśi"
"182","Zaratamo","lengusu","lengúsu","leŋgúśu"
"183","Zeanuri","lengusu","léngusu","léŋguśu"
"184","Zeberio","lengusu","léngusu","léŋguśu"
"185","Zegama","lengusu","léngusú","léŋguśú"
"186","Zilbeti","lengusu","lengúsu","leŋgúśu"
"187","Zollo (Arrankudiaga)","lengosu","lengósu","leŋgóśu"
"188","Zornotza","lengusu","lengúsu","leŋgúśu"
"189","Zugarramurdi","leenkusin","leénkusín","leéŋkuśín"
