"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"44","Deba","anai","anái","anái̯"
"45","Dima","anai","anái","anái̯"
"46","Domintxaine","anaia","anáia","anája"
"47","Donamaria","anai","anái","anái̯"
"48","Donibane Lohizune","anaia","anaiá","anai̯á"
"49","Donostia","anai","anái","anái̯"
"50","Dorrao / Torrano","anei","anéi","anéi̯"
"51","Eibar","anai","ánai","ánai̯"
"52","Elantxobe","anaia","anáia","anái̯a"
"53","Elantxobe","anai¡a","anái¡a","anái̯ʒa"
"54","Elduain","anai","anái","anái̯"
"55","Elgoibar","anai","anái","anái̯"
"56","Elorrio","anai","ánai","ánai̯"
"57","Erratzu","anaie","ánaie","ánai̯e"
"58","Errezil","anai","anái","anái̯"
"59","Errigoiti","anai¡e","anái¡e","anái̯ʒe"
"60","Eskiula","anaie","anáie","anáje"
"61","Etxalar","anai","anái","anái̯"
"62","Etxaleku","anai","anái","anái̯"
"63","Etxarri (Larraun)","anai","anái","anái̯"
"64","Etxebarri","anaje","anáje","anáxe"
"65","Etxebarria","anai","anái","anái̯"
"66","Eugi","anai","anái","anái̯"
"67","Ezkio-Itsaso","anai","anái","anái̯"
"68","Ezkurra","anai","anái","anái̯"
"69","Ezterenzubi","anaia","anáia","anája"
"70","Gaintza","anae","anaé","anaé"
"71","Gamarte","anaia","anaiá","anai̯á"
"72","Gamiz-Fika","anaie","ana¡é","anaʒé"
"73","Garrüze","aneia","aneiá","anei̯á"
"74","Getaria","anai","anái","anái̯"
"75","Getxo","anaye","anáye","anáǰe"
"76","Gizaburuaga","anai¡e","anái¡e","anái̯ʒe"
"77","Goizueta","anai","anái","anái̯"
"78","Hazparne","anea","anéa","anéa"
"79","Hendaia","anaiy","anáiy","anái̯ǰ"
"80","Hernani","anai","anaí","anaí"
"81","Hondarribia","anai","anái","anái̯"
"82","Ibarruri (Muxika)","anai¡e","anái¡e","anái̯ʒe"
"83","Igoa","anai","anái","anái̯"
"84","Ikaztegieta","anai","anái","anái̯"
"85","Irisarri","anei","ánei","ánɛi̯"
"86","Itsasu","anaia","anáia","anái̯a"
"87","Izturitze","anea","anéa","anéa"
"88","Jaurrieta","anae","anáe","anáe"
"89","Jutsi","aneia","anéia","anéja"
"90","Kortezubi","anai¡e","anái¡e","anái̯ʒe"
"91","Landibarre","aneia","aneiá","anei̯á"
"92","Larrabetzu","anai","ánai","ánai̯"
"93","Larraine","anaie","anáie","anáje"
"94","Larzabale","anaia","anáia","anája"
"95","Lasarte-Oria","anai","anái","anái̯"
"96","Laukiz","anaje","anajé","anaxé"
"97","Laukiz","anaye","anáye","anáǰe"
"98","Legazpi","anai","anai","anai̯"
"99","Leintz Gatzaga","anai","ánai","ánai̯"
"100","Leioa","anaje","anaje","anaxe"
"101","Leitza","anai","anái","anái̯"
"102","Lekaroz","anai","anai","anai̯"
"103","Lekeitio","anai¡e","anái¡e","anái̯ʒe"
"104","Lemoa","anai","ánai","ánai̯"
"105","Lemoiz","anaje","anajé","anaxé"
"106","Luzaide / Valcarlos","anaia","anáia","anái̯a"
"107","Makea","anaia","ánaiá","ánai̯á"
"108","Mañaria","anai","anái","anái̯"
"109","Mendaro","anaixa","anáixá","anái̯ʃá"
"110","Mendaro","anai","anái","anái̯"
"111","Mendata","anai¡a","anái¡a","anái̯ʒa"
"112","Mezkiritz","anaya","anáya","anáǰa"
"113","Montori","anaie","anáie","anáje"
"114","Mugerre","ania","anía","anía"
"115","Mungia","anaie","anáie","anái̯e"
"116","Oderitz","anai","anái","anái̯"
"117","Oiartzun","anai","anái","anái̯"
"118","Oñati","anae","anáe","anáe"
"119","Ondarroa","anaixa","anáixa","anái̯ʃa"
"120","Orexa","anai","anái","anái̯"
"121","Orio","anai","anái","anái̯"
"122","Orozko","anai","ánai","ánai̯"
"123","Otxandio","anaia","ánaia","ánai̯a"
"124","Pagola","anaia","anáia","anája"
"125","Pagola","anai","anái","anái̯"
"126","Pasaia","anai","ánái","ánái̯"
"127","Santa Grazi","anae","anae","anae"
"128","Sara","anaia","anáia","anái̯a"
"129","Senpere","anai","anaí","anaí"
"130","Sohüta","aneia","anéia","anéja"
"131","Sohüta","anaie","anáie","anáje"
"132","Sondika","anaje","anajé","anaxé"
"133","Suarbe","anai","ánai","ánai̯"
"134","Sunbilla","anaya","anáya","anáǰa"
"135","Tolosa","anai","anái","anái̯"
"136","Uharte Garazi","anai","anái","anái̯"
"137","Urdiain","anaya","anayá","anaǰá"
"138","Urdiñarbe","aneie","anéie","anéje"
"139","Urketa","anaia","anáia","anája"
"140","Urketa","aneia","aneiá","anejá"
"141","Urretxu","anai","ánai","ánai̯"
"142","Ürrüstoi","anaie","anaie","anaje"
"143","Uztaritze","anaia","anáia","anái̯a"
"144","Zaratamo","anai¡e","anái¡e","anái̯ʒe"
"145","Zeanuri","anaya","ánaya","ánaǰa"
"146","Zeberio","anaje","anáje","anáxe"
"147","Zegama","anai","anái","anái̯"
"148","Zilbeti","anai","anái","anái̯"
"149","Zollo (Arrankudiaga)","anaje","anáje","anáxe"
"150","Zornotza","anai¡a","anái¡a","anái̯ʒa"
"151","Zugarramurdi","anai","anái","anái̯"
