"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"155","Oderitz","amandre","ámandré","ámandré"
"156","Oiartzun","amon","amón","amón"
"157","Oñati","amandre","amándrre","amándr̄e"
"158","Ondarroa","amoma","ámoma","ámoma"
"159","Orexa","amon","ámón","ámón"
"160","Orexa","amandre","amándre","amándre"
"161","Orio","amona","amoná","amoná"
"162","Orozko","amona","amóna","amóna"
"163","Orozko","amandre","amándrre","amándr̄e"
"164","Otxandio","amama","ámama","ámama"
"165","Otxandio","amandre","ámandrre","ámandr̄e"
"166","Pagola","amatxi","amátxi","amátʃi"
"167","Pagola","amañi","amañí","amaɲí"
"168","Pagola","amama","amamá","amamá"
"169","Pasaia","amun","amún","amún"
"170","Santa Grazi","amañi","amañí","amaɲí"
"171","Santa Grazi","amaña","ámañá","ámaɲã́"
"172","Sara","amatxi","amátxi","amátʃi"
"173","Senpere","amatxi","amátxi","amátʃi"
"174","Sohüta","amañi","ámañí","ámaɲí:"
"175","Sondika","amama","ámama","ámama"
"176","Suarbe","abuela","abuéla","aβwéla"
"177","Sunbilla","amatxi","amátxi","amátʃi"
"178","Tolosa","amona","ámoná","ámoná"
"179","Uharte Garazi","amatxi","amátxi","amátʃi"
"180","Urdiain","amandre","ámandrré","ámandr̄é"
"181","Urdiain","amiña","amíña","amíɲa"
"182","Urdiñarbe","amañi","amañí","amaɲí"
"183","Urketa","amatxi","amátxi","amátʃi"
"184","Urretxu","amandre","amándre","amándrɛ"
"185","Urretxu","abuela","abuéla","aβwéla"
"186","Urretxu","amona","amóna","amóna"
"187","Ürrüstoi","amañi","amañí","amaɲí"
"188","Uztaritze","amatxi","amátxi","amátʃi"
"189","Zaratamo","amandre","amándre","amándre"
"190","Zaratamo","amama","amáma","amáma"
"191","Zeanuri","amama","amáma","amáma"
"192","Zeanuri","amandre","ámandrre","ámandr̄e"
"193","Zeberio","amama","ámama","ámama"
"194","Zegama","amona","amoná","amoná"
"195","Zilbeti","amatxi","ámatxí","ámatʃí"
"196","Zollo (Arrankudiaga)","amandre","amándrre","amándr̄e"
"197","Zollo (Arrankudiaga)","amiñe","ámiñe","ámiɲe"
"198","Zollo (Arrankudiaga)","abuela","abuéla","aβwéla"
"199","Zollo (Arrankudiaga)","amama","amáma","amáma"
"200","Zornotza","amama","amáma","amáma"
"201","Zugarramurdi","amatxi","amátxi","amátʃi"
