"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"171","Lemoa","antza deukie","ántza déukie","ántsa ðéu̯kie"
"172","Lemoiz","alkarren antza euki","alkarren antza eukí","alkar̄en antsa eu̯kí"
"173","Lemoiz","antere euki","antére eukí","antére eu̯kí"
"174","Luzaide / Valcarlos","ite","íte","íte"
"175","Makea","elgarren ite","elgárren ité","elɣár̄en ité"
"176","Mañaria","antza dekie","antzá dékie","antsá ðékie"
"177","Mendaro","antza euki","antzá éuki","antsá éu̯ki"
"178","Mendata","antza euki","antzá euki","antsá eu̯ki"
"179","Mezkiritz","iduritsuek","idurítsuek","iðurítśwek"
"180","Montori","alkharüdüi","álkharüdüí","álkharyðyí"
"181","Mugerre","dena aita iduria","dena aita iduria","dena ai̯ta iðuria"
"182","Mugerre","dena aita iruria","dena aita iruria","dena ai̯ta iruria"
"183","Mugerre","eitia badu","eitia badu","ei̯tja baðu"
"184","Mungia","alkarren antza euki","álkarren ántza éuki","álkar̄en ántsa éu̯ki"
"185","Oderitz","antza di","ántza - dí","ántsa - ðí"
"186","Oiartzun","attaldekua","attáldekuá","attálðekuá"
"187","Oiartzun","antza duna","ántza dúna","ántsa ðúna"
"188","Oñati","antza euki","ántza éuki","ántsa éu̯ki"
"189","Ondarroa","antza euki","ántza euki","ántsa eu̯ki"
"190","Ondarroa","itxura euki","itxúra eukí","itʃúra eu̯kí"
"191","Orexa","antza badue","ántza - badue","ántsa - βaðue"
"192","Orio","antza baye","ántza bayé","ántsa βaǰé"
"193","Orozko","antza deukie","ántza deukie","ántsa ðeu̯kie"
"194","Otxandio","antza euki","antza eukí","antsa eu̯kí"
"195","Pagola","elgarrüdüi tien","elgarrüdüi tien","elgar̄yðyi tien"
"196","Pagola","üdüia uk","üdüiauk","yðyiau̯k"
"197","Pagola","eite din","eite din","ei̯te ðin"
"198","Pagola","aman ite","aman ite","ama:n ite"
"199","Pagola","ama üdüia","áma üd´üia","áma yðýja"
"200","Pasaia","antza du","ántza dú","ántsa ðú"
"201","Pasaia","iguala da","iguála dá","iɣwála ðá"
"202","Santa Grazi","üdüi tützü","üdüi t´ützü","yðyi týtsy"
"203","Santa Grazi","egite badizü","egíte badízü","eɣíte βaðísy"
"204","Sara","ite","íte","íte"
"205","Sara","iduria da","iduriá da","iðuriá ða"
"206","Senpere","ite","íte","íte"
"207","Sohüta","elgarrüdüri","elgárrüd´üri","elgár̄yðýri"
"208","Sohüta","aita üdüri","áita ´üdüri","ái̯ta ýðyri"
"209","Sondika","antza euki","antzá euki","antsá eu̯ki"
"210","Suarbe","idurittue tire","idurittúe tíre","iðurittúe tíre"
"211","Suarbe","idurittue dute","idurittúe dúte","iðurittúe ðúte"
"212","Sunbilla","idui du","idúi du","iðúi ðu"
"213","Tolosa","antza u","antza ú","antsa ú"
"214","Uharte Garazi","ite","íte","íte"
"215","Urdiain","alkarren antz aundiya","álkarren ántzaundiyá","álkar̄en ántsau̯ndiǰá"
"216","Urdiñarbe","aitain potreta","aitáim potréta","ai̯tái̯m potréta"
"217","Urdiñarbe","aitain egíte","aitáin egíte","ai̯tái̯n eɣíte"
"218","Urketa","eite dute","eíte dute","eíte ðute"
"219","Urketa","ite","íte","íte"
"220","Urretxu","alkarren antza","alkárren antzá","alkár̄ɛn antsá"
"221","Ürrüstoi","idüi dela","idüí dela","iðyí ðela"
"222","Ürrüstoi","eite badiela","eite badiela","ei̯te βaðiela"
"223","Uztaritze","elgarren ite","elgárren íte","elɣár̄en íte"
"224","Zaratamo","antzekoa tire","antzékoa tíre","antsɛ́koa tíre"
"225","Zaratamo","arkalen antzekoak ixi leikes","arrkálen antzékoak ixi leikes","ar̄kálen antsékoak iʃi lei̯keś"
"226","Zeanuri","antzekoak ixin","antzékoak ixin","antsékoak iʃin"
"227","Zeberio","antza euki","antza euki","antsa eu̯ki"
"228","Zegama","antza dauke","antzá - dáuke","antsá - ðáu̯ke"
"229","Zilbeti","iduriek","idúriek","iðúriek"
"230","Zollo (Arrankudiaga)","antza euki","antzá euki","antsá eu̯ki"
"231","Zornotza","antza euki","antza éuki","antsa éu̯ki"
"232","Zugarramurdi","itea duen","itéa duén","itéa ðuén"
