"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"45","Beizama","lengusu","léngusú","léŋguśú"
"46","Bergara","lengusiña","lengúsiñá","leŋgúśiɲá"
"47","Bermeo","lengusiñe","lengusíñe","leŋguśíɲe"
"48","Berriz","lengusiña","léngusíña","léŋguśíɲa"
"49","Beruete","lenguse","léngusé","léŋguśé"
"50","Beskoitze","kusi","kúsi","kúśi"
"51","Beskoitze","lehenkusi","léhenkusí","léheŋkuśí"
"52","Bidarrai","lehenkusi","lehénkúsi","lehéŋkúśi"
"53","Bolibar","lengusiñe","léngusíñe","léŋguśíɲe"
"54","Busturia","lengusiñe","lengusíñe","leŋguśíɲe"
"55","Deba","lengusiña","léngusíña","léŋguśíɲa"
"56","Deba","lengusiñ","léngusíñ","léŋguśíɲ"
"57","Dima","lengusiñ","léngusiñ","léŋguśiɲ"
"58","Domintxaine","lehenkusi","lehénkusi","lehéŋkuźi"
"59","Domintxaine","kusi","kúsi","kúźi"
"60","Donamaria","lengusiñ","lengúsiñ","leŋgúśiɲ"
"61","Donibane Lohizune","leenkusin","léenkúsin","léeŋkúśin"
"62","Donibane Lohizune","kusiñ","kusíñ","kuśíɲ"
"63","Donostia","lengusu","lengúsu","leŋgúśu"
"64","Dorrao / Torrano","lengusu","lengusú","leŋguśú"
"65","Eibar","lengosiña","léngosiña","léŋgośiɲa"
"66","Elantxobe","lengusiña","léngusiña","léŋguśiɲa"
"67","Elduain","lengusu","léngusú","léŋguśú"
"68","Elgoibar","lengusiña","lengúsiña","leŋgúśiɲa"
"69","Elorrio","lengusiña","léngusiña","léŋguśiɲa"
"70","Erratzu","lengusiñe","léngusíne","léŋguśíne"
"71","Errezil","lengusu","lengusú","leŋguśú"
"72","Errigoiti","lengusiñe","léngusíñe","léŋguśíɲe"
"73","Eskiula","kosia","kosiá","koźiá"
"74","Etxalar","lengusia","lengúsia","leŋgúśia"
"75","Etxalar","lenguse","lengúse","leŋgúśe"
"76","Etxaleku","lenguso","léngusó","léŋguśó"
"77","Etxarri (Larraun)","lenguse","léngusé","léŋguśé"
"78","Etxebarri","lengusein","lengúsein","leŋgúśei̯n"
"79","Etxebarria","lengosiña","lengósiñá","leŋgóśiɲá"
"80","Eugi","lengusie","lengúsie","leŋgúśje"
"81","Ezkio-Itsaso","lengusu","léngusú","léŋguśú"
"82","Ezkurra","lenguse","lengusé","lẽŋguśé"
"83","Ezterenzubi","kusi","kúsi","kúśi"
"84","Ezterenzubi","kusilehen","kusilehén","kuśilehén"
"85","Gaintza","lengusupropio","lengusúprropíó","leŋguśúpr̄opíó"
"86","Gamarte","kusia","kusia","kuśia"
"87","Gamiz-Fika","lengusi","léngusi","léŋguśi"
"88","Garrüze","kusina","kusiná","kuśiná"
"89","Getaria","lengusu","lengusú","leŋguśú"
"90","Getxo","lengusin","léngusin","léŋguśin"
"91","Gizaburuaga","lengusiña","lengúsiña","leŋgúśiɲa"
"92","Goizueta","lengusu","léngusu","léŋguśu"
"93","Hazparne","leenkusiña","leénkusíña","leéŋkuśíɲa"
"94","Hendaia","kusiñ","kusíñ","kuśíɲ"
"95","Hendaia","leenkusiñ","leénkusíñ","leéŋkuśíɲ"
"96","Hernani","lengusu","lengusú","leŋguśú"
"97","Ibarruri (Muxika)","lengusiña","léngusiña","léŋguśiɲa"
"98","Igoa","lengusi","léngusIE","léŋguśẹ"
"99","Ikaztegieta","lengusu","lengusu","leŋguśu"
"100","Irisarri","kusina","kusína","kuśína"
"101","Irisarri","leenkusina","leénkusína","leéŋkuśína"
"102","Itsasu","kusi","kúsi","kúśi"
"103","Izturitze","lehenkusi","lehénkusi","lehéŋkuśi"
"104","Jaurrieta","bigarren lioba","bigárren lióba","biɣár̄en lióβa"
"105","Jaurrieta","lengusu","lengúsua","leŋgúśwa"
"106","Jutsi","kusilehen","kusilehen","kuśilehen"
"107","Jutsi","kusi","kusi","kuśi"
"108","Kortezubi","lengusiñe","lengúsiñe","leŋgúśiɲe"
"109","Landibarre","kusilehen","kúsilehem","kúśilehem"
"110","Larrabetzu","lengusiñe","léngusiñe","léŋguśiɲe"
"111","Larraine","küzüña","küzüñá","kysyɲá"
"112","Larzabale","kusi","kúsi","kúśi"
"113","Larzabale","lehenkusi","lehénkusi","lehéŋkuśi"
"114","Lasarte-Oria","lengusu","lengusú","leŋguśú"
"115","Laukiz","lengusin","léngusin","léŋguśin"
"116","Legazpi","lengusu","lengusu","leŋguśu"
"117","Legazpi","lenbusu","lembusu","lembuśu"
"118","Leintz Gatzaga","lengusiña","lengúsiña","leŋgúśiɲa"
"119","Leintz Gatzaga","prima","prríma","pr̄íma"
"120","Leioa","lengusine","léngusine","léŋguśine"
"121","Leitza","lengusu","lengúsu","leŋgúśu"
"122","Lekaroz","lengusine","lengusíne","leŋguśíne"
"123","Lekeitio","lengusiña","lengusíña","leŋguśíɲa"
"124","Lemoa","lengusiñe","lengusiñe","leŋguśiɲe"
"125","Lemoiz","lengusin","léngusin","léŋguśin"
"126","Luzaide / Valcarlos","lehenkusi","lehénkúsi","lehéŋkúśi"
"127","Makea","kusi","kúsi","kúśi"
"128","Mañaria","lengusiña","léngusíña","léŋguśíɲa"
"129","Mendaro","lengusiña","léngusiñá","léŋguśiɲá"
"130","Mendata","lengusiñe","lengúsiñe","leŋgúśiɲɛ"
"131","Mezkiritz","lengusu","lengúsu","leŋgúśu"
"132","Montori","küzüña","küz´üña","kysýɲa"
"133","Mugerre","kusina","kusina","kuśina"
"134","Mungia","lengusiñ","léngusiñ","léŋguśiɲ"
"135","Oderitz","lengusi","léngusí","léŋguśí"
"136","Oiartzun","lengusu","léngusú","léŋguśú"
"137","Oñati","prima","prríma","pr̄íma"
"138","Ondarroa","lengusiña","lengúsiña","leŋgúśiɲa"
"139","Orexa","lengusu","lengúsu","leŋgúśu"
"140","Orio","lengusu","léngusú","léŋguśú"
"141","Orozko","lengusun","lengúsun","leŋgúśun"
"142","Otxandio","lengusiña","lengusíña","leŋguśíɲa"
"143","Pagola","küzüña","küzüñá","kysyɲá"
"144","Pagola","kusiña","kusiñá","kuźiɲá"
"145","Pagola","küzüñalehena","küzüñalehéna","kysyɲalehéna"
"146","Pasaia","lenguso","léngusó","léŋguśó"
"147","Pasaia","lenguso","léngusuá","léŋguśuá"
"148","Santa Grazi","kuzuña","kuzúña","kusúɲa"
"149","Sara","leenkusin","leénkúsin","leéŋkúśin"
"150","Senpere","leenkusin","leénkusín","leéŋkuśín"
"151","Sohüta","küzüña","küzüña","kysyɲã"
"152","Sondika","lengusin","léngusin","léŋguśin"
"153","Suarbe","lengusi","lengúsi","leŋgúśi"
"154","Sunbilla","lengesu","léngesu","léŋgœśu:"
"155","Tolosa","lengusu","lengusú","leŋguśú"
"156","Tolosa","lengusupropiyua","lengusupropiyua","leŋguśupropiǰua"
"157","Uharte Garazi","kusileen","kusiléen","kuśiléen"
"158","Uharte Garazi","leenkusi","leénkusí","leéŋkuśí"
"159","Urdiain","lengusu","léngusu","léŋguśu"
"160","Urdiñarbe","küzüña","küzüñá","kysyɲá"
"161","Urketa","kusi","kúsi","kúśi"
"162","Urretxu","lengusu","léngusú","léŋguśú"
"163","Ürrüstoi","kusi","kusi","kuźi"
"164","Ürrüstoi","lehenkusi","lehenkusi","leheŋkuźi"
"165","Ürrüstoi","kusilehen","kusilehen","kuźilehen"
"166","Uztaritze","kusina","kusína","kuśína"
"167","Uztaritze","leenkusin","leénkúsin","leénkúśin"
"168","Zaratamo","lengusein","lengúsein","leŋgúśei̯n"
"169","Zeanuri","lengusein","léngusein","léŋguśei̯n"
"170","Zeberio","lengusein","léngusein","léŋguśei̯n"
"171","Zegama","lengusu","léngusú","léŋguśú"
"172","Zilbeti","lengusine","lengusíne","leŋguśíne"
"173","Zollo (Arrankudiaga)","lengosiña","lengósiña","leŋgóśiɲa"
"174","Zornotza","lengusin","lengúsin","leŋgúśin"
"175","Zugarramurdi","leenkusin","leénkusín","leéŋkuśín"
