"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"169","Hondarribia","emakumesar","emakumesarr","emakumeśar̄"
"170","Ibarruri (Muxika)","andrasar","andrrásarr","andr̄áśar̄"
"171","Igoa","emakumezar","emákumezárr","emákumesár̄"
"172","Ikaztegieta","amona","amóna","amóna"
"173","Ikaztegieta","atso","atso","atśo"
"174","Ikaztegieta","atsozar","atsozárr","atśosár̄"
"175","Ikaztegieta","andrezar","andrrezarr","andr̄esar̄"
"176","Ikaztegieta","emakumezar","emákumezarr","emákumesar̄"
"177","Irisarri","emaztexaar","émaztexaárr","émasteʃaár̄"
"178","Irisarri","atso","atsó","atśó"
"179","Itsasu","zaarr","zaárr","saár̄"
"180","Itsasu","atso","atso","atśo"
"181","Izturitze","emaztexahar","emaztexahárr","emasteʃahár̄"
"182","Izturitze","atso","atsó","atśó"
"183","Izturitze","atsoxahar","atsoxaharr","atśoʃahar̄"
"184","Jaurrieta","emaztezar","emáztezárr","emástesár̄"
"185","Jaurrieta","atso","átsoa","átśoa"
"186","Jutsi","xahar","xaharr","ʃahar̄"
"187","Jutsi","adinetako","adinetako","aðinetako"
"188","Kortezubi","andrasar","andrrasárr","andr̄aśár̄"
"189","Kortezubi","atzo","atzó","atsó"
"190","Landibarre","emaztexaar","emáztexaar","emásteʃaar"
"191","Landibarre","atsozar","atsózarr","atśósar̄"
"192","Larrabetzu","andrasar","andrrásarr","andr̄áśar̄"
"193","Larrabetzu","atzo","átzo","átso"
"194","Larraine","emazteadineko","emázteádineko","emásteáðineko"
"195","Larzabale","adinetako emazte","adínetako emázte","aðínetako emáste"
"196","Larzabale","atso","atso","atśo"
"197","Larzabale","emaztexahar","emáztexahárr","emásteʃahár̄"
"198","Larzabale","adindun","adíndun","aðíndun"
"199","Larzabale","adinetako","adinetáko","aðinetáko"
"200","Larzabale","zahar","zahárr","sahár̄"
"201","Larzabale","xahar","xaharr","ʃahar̄"
"202","Lasarte-Oria","emakumezar","emákumezarr","emákumesar̄"
"203","Lasarte-Oria","amonazar","ámonazárr","ámonasár̄"
"204","Lasarte-Oria","atzo","atzó","atsó"
"205","Laukiz","atzosar","atzósarr","atsóśar̄"
"206","Laukiz","andrasar","andrrásarr","andr̄áśar̄"
"207","Legazpi","amona","amona","amona"
"208","Legazpi","atso","atso","atśo"
"209","Leintz Gatzaga","edadetu","edádetu","eðáðetu"
"210","Leintz Gatzaga","atzo","átzo","átso"
"211","Leintz Gatzaga","sar","sárr","śár̄"
"212","Leintz Gatzaga","amon","amón","amón"
"213","Leioa","atzo","atzó","atsó"
"214","Leitza","emakumezar","emákumézárr","emákumésá:r̄"
"215","Leitza","amona","amoná","amoná"
"216","Leitza","edadeko","edádeko","eðáðeko"
"217","Leitza","atso","atsó","atśó"
"218","Lekaroz","zaarr","zaarr","saar̄"
"219","Lekaroz","atso","atsó","atśó"
"220","Lekeitio","atzo","atzó","atsó"
"221","Lemoa","andrasar","andrrasárr","andr̄aśá:r̄"
"222","Lemoa","atzo","atzó","atsó"
"223","Lemoiz","andrasar","andrrasárr","andr̄aśár̄"
"224","Lemoiz","atzo","atzó","atsó"
"225","Luzaide / Valcarlos","maztexahar","maztéxahárr","mastéʃahár̄"
"226","Luzaide / Valcarlos","atso","átso","átśo"
"227","Makea","emaztexahar","emáztexahárr","emásteʃahár̄"
"228","Makea","atxua","átxua","átʃwa"
"229","Mañaria","atzosar","átzosárr","átsośár̄"
"230","Mañaria","andrasar","andrásarr","andráśar̄"
"231","Mendaro","atzo","átzó","átsó"
"232","Mendaro","andrasar","andrrásárr","andr̄áśár̄"
"233","Mendata","atzosar","atzósarr","atsóśar̄"
"234","Mendata","andrasar","andrrásarr","andr̄áśar̄"
"235","Mezkiritz","amatxi","amátxi","amátʃi"
"236","Mezkiritz","amitxi","amítxi","amítʃi"
"237","Mezkiritz","andrezar","andrrézárr","andr̄ésár̄"
"238","Montori","emaztexahar","emáztexáhar","emásteʃáhar"
"239","Mugerre","emazteadineko","emazteadineko","emasteaðineko"
"240","Mungia","atsosar","atsósarr","atśóśar̄"
"241","Oderitz","andrezar","ándrezárr","ándresár̄"
"242","Oderitz","amañi","ámañí","ámaɲí"
"243","Oderitz","edadetu","edádetú","eðáðetú"
"244","Oiartzun","atso","atsó","atśó"
"245","Oiartzun","atsozar","átsozárr","átśosár̄"
"246","Oñati","emakumesar","emakúmesarr","emakúmeśar̄"
"247","Oñati","atzo","atzó","atsó"
"248","Ondarroa","sar","sárr","śár̄"
"249","Ondarroa","atzosar","atzósarr","atsóśar̄"
"250","Ondarroa","amomasar","amómasarr","amómaśar̄"
"251","Orexa","zar","zárr","sár̄"
"252","Orexa","amon","ámón","ámón"
"253","Orexa","edadeaundiko","édadeaundíko","éðaðeau̯ndíko"
"254","Orexa","atso","átso","átśo"
"255","Orio","amonazar","amónazárr","amónasár̄"
"256","Orio","atso","aTS/TZó","atś̱ó"
"257","Orio","andrezar","ándrrezárr","ándr̄esár̄"
"258","Orozko","atzo","átzo","átso"
"259","Orozko","andrasar","ándrrasarr","ándr̄aśar̄"
"260","Otxandio","andrasar","ándrrasarr","ándr̄aśar̄"
"261","Otxandio","atzo","átzo","átso"
"262","Pagola","emaztexahar","emáztexahárr","emásteʃahár̄"
"263","Pasaia","edadeko","édadekó","éðaðekó"
"264","Pasaia","atzo","atzó","atsó"
"265","Pasaia","zar","zárr","sár̄"
"266","Santa Grazi","xahar","xáharr","ʃáhar̄"
"267","Santa Grazi","emaztexahar","emaztexahárr","emasteʃahár̄"
"268","Sara","adineko emazteki","adíneko emázteki","aðíneko emásteki"
"269","Sara","atso","atsó","atśó"
"270","Sara","atsoxaar","atsóxaarrá","atśóʃaar̄á"
"271","Senpere","xaar","xaárr","ʃaár̄"
"272","Senpere","atso","atsó","atśó"
"273","Sohüta","xahar","xahár","ʃahár"
"274","Sohüta","zahar","záhar","sáhar"
"275","Sohüta","gehitia","gehitía","gehitía"
"276","Sondika","atzo","átzo","átso"
"277","Suarbe","makumezar","makúmezárr","makúmesár̄"
"278","Suarbe","atsozar","atsózarr","atśósar̄"
"279","Suarbe","abuela","abuéla","aβwéla"
"280","Sunbilla","emakumezar","emákumezár","emákumesár"
"281","Sunbilla","atso","atsó","atśó"
"282","Tolosa","emakumedadetu","emákumedádetu","emákumɛ:ðáðɛtu"
"283","Tolosa","atzo","atzó","atsó"
"284","Tolosa","andrezar","ándrrezárr","ándr̄esár̄"
"285","Tolosa","atzozar","atzózarrá","atsósar̄á"
"286","Tolosa","atso","atsó","atśó"
"287","Tolosa","atxua","atxúa","atʃúa"
"288","Uharte Garazi","xaar","xaárr","ʃaár̄"
"289","Uharte Garazi","atso","átso","átśo"
"290","Urdiain","andrazar","ándrrazarrá","ándr̄asar̄á"
"291","Urdiñarbe","emaztexahar","emaztexahár","emasteʃahár"
"292","Urketa","emaztexahar","emáztexahárr","emásteʃahár̄"
"293","Urketa","zahar","zahárr","sahár̄"
"294","Urretxu","emakumazar","emákumazárr","emákumasá:r̄"
"295","Urretxu","atso","atsó","atśó"
"296","Urretxu","andrazar","andrrázárr","andr̄ásár̄"
"297","Uztaritze","emaztexaar","emáztexáarr","emásteʃáar̄"
"298","Uztaritze","atso","átso","átśo"
"299","Zaratamo","andrasar","andrásár","andráśár"
"300","Zaratamo","atzosar","atzósár","atsóśár"
"301","Zeanuri","atzo","átzo","átso"
"302","Zeberio","atzo","átzo","átso"
"303","Zeberio","andrasar","andrrásarr","andr̄áśar̄"
"304","Zegama","andrazar","andrrazárr","andr̄asá:r̄"
"305","Zegama","atso","atsó","atśó"
"306","Zilbeti","maztekizar","maztékizárra","mastékisár̄a"
"307","Zollo (Arrankudiaga)","sar","sárr","śár̄"
"308","Zollo (Arrankudiaga)","atzo","átzo","átso"
"309","Zornotza","sar","sárr","śár̄"
"310","Zornotza","atzo","átzo","átso"
"311","Zugarramurdi","andrexaar","andrréxaárr","andr̄éʃaár̄"
