"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"98","Larrabetzu","koñetu","koñétu","koɲétu"
"99","Larraine","küñat","küñát","kyɲát"
"100","Larzabale","koñat","koñát","koɲát"
"101","Lasarte-Oria","koñadu","kóñadú","kóɲaðú"
"102","Laukiz","koñetu","koñétu","koɲétu"
"103","Legazpi","kuñadoa","kuñadoa","kuɲaðoa"
"104","Leintz Gatzaga","koñetu","koñétu","koɲétu"
"105","Leioa","koñatu","koñátu","koɲátu"
"106","Leitza","koñado","kóñadó","kóɲaðó"
"107","Lekaroz","koñadu","koñadu","koɲaðu"
"108","Lekeitio","koñato","koñáto","koɲáto"
"109","Lemoa","koñetu","koñétu","koɲétu"
"110","Lemoiz","koñetu","koñetú","koɲetú"
"111","Luzaide / Valcarlos","koñat","kóñat","kóɲat"
"112","Makea","koiñat","kóiñat","kói̯ɲat"
"113","Mañaria","koñetu","koñétu","koɲétu"
"114","Mendaro","koñao","kóñaó","kóɲaó"
"115","Mendata","koñetu","koñétu","koɲétu"
"116","Mezkiritz","goñatu","goñátu","goɲátu"
"117","Montori","küñat","küñat","kỹɲãt"
"118","Mugerre","bofrera","bofrera","bofrera"
"119","Mugerre","koinat","koinat","koi̯nat"
"120","Mungia","kuñetu","kuñétu","kuɲétu"
"121","Oderitz","koñado","kóñadó","kóɲaðó"
"122","Oiartzun","koñado","koñadó","koɲaðó"
"123","Oñati","koñatu","koñátu","koɲátu"
"124","Oñati","eskonanae","eskónanáe","eśkónanáe"
"125","Ondarroa","koñetu","koñétu","koɲétu"
"126","Orexa","koñado","koñádo","koɲádo"
"127","Orio","koñado","koñadó","koɲaðó"
"128","Orio","kuñado","kuñadó","kuɲaðó"
"129","Orozko","koñetu","koñétu","koɲétu"
"130","Otxandio","koñetu","kóñetu","kóɲetu"
"131","Pagola","küñat","künát","kyŋát"
"132","Pasaia","koñadu","kóñadú","kóɲaðú"
"133","Santa Grazi","küñat","küñát","kyɲát"
"134","Sara","koñado","koñádo","koɲáðo"
"135","Senpere","koinat","kóinat","kói̯nat"
"136","Sohüta","küñat","k´üñat","kýɲat"
"137","Sondika","koñetu","koñetú","koɲetú"
"138","Suarbe","koñado","koñádo","koɲáðo"
"139","Sunbilla","koñado","koñádo","koɲáðo"
"140","Tolosa","koñau","koñáu","koɲá:u̯"
"141","Uharte Garazi","koñat","kóñat","kóɲat"
"142","Urdiain","koñau","koñáu","koɲáu"
"143","Urdiñarbe","küñat","küñat","kyɲat"
"144","Urketa","koinata","koináta","koi̯náta"
"145","Urretxu","koñao","kóñaó","kóɲaó"
"146","Ürrüstoi","küñat","küñat","kyɲat"
"147","Uztaritze","koinat","kóinat","kói̯nat"
"148","Zaratamo","kuñetu","kuñétu","kuɲétu"
"149","Zeanuri","koñetu","koñétu","koɲétu"
"150","Zeberio","kuñetu","kuñétu","kuɲétu"
"151","Zegama","koñado","koñadó","koɲaðó"
"152","Zilbeti","goñatue","goñátue","goɲátwe"
"153","Zollo (Arrankudiaga)","kuñetu","kuñétu","kuɲétu"
"154","Zornotza","koñetu","koñétu","koɲétu"
"155","Zugarramurdi","koinado","koinádo","koi̯náðo"
